NAME,UniprotID,SensorID_Presence,CellCompartment,ProteinName,DNA_Repair,GO_CC,GO_BP,GO_MF,stringId,An.color,An.number,Annotation,Sirt6ID_IR2h,Ku80ID_IR2h,Mre11ID_IR2h,Sirt6_shScr.logFC,Sirt6_shNcl.logFC,Sirt6_DiffBound.logFC,Ku80ID_shScr.logFC,Ku80ID_shNcl.logFC,Ku80ID_DiffBound.logFC,Mre11_shScr.logFC,Mre11_shNcl.logFC,Mre11_DiffBound.logFC,Sirt6_shScr.Treatment,Sirt6_shNcl.Treatment,Sirt6_DiffBound.Treatment,Ku80ID_shScr.Treatment,Ku80ID_shNcl.Treatment,Ku80ID_DiffBound.Treatment,Mre11_shScr.Treatment,Mre11_shNcl.Treatment,Mre11_DiffBound.Treatment,Sirt6_shScr.T.Test,Sirt6_shNcl.T.Test,Sirt6_DiffBound.T.Test,Ku80ID_shScr.T.Test,Ku80ID_shNcl.T.Test,Ku80ID_DiffBound.T.Test,Mre11_shScr.T.Test,Mre11_shNcl.T.Test,Mre11_DiffBound.T.Test,Sirt6ID_Presence,Ku80_Prescence,Mre11_Prescence,Sirt6_shScr.p.mod,Sirt6_shScr.q.ord,Sirt6_shScr.q.mod,Sirt6_shNcl.p.mod,Sirt6_shNcl.q.ord,Sirt6_shNcl.q.mod,Sirt6_DiffBound.p.mod,Sirt6_DiffBound.q.ord,Sirt6_DiffBound.q.mod,Ku80ID_shScr.p.mod,Ku80ID_shScr.q.ord,Ku80ID_shScr.q.mod,Ku80ID_shNcl.p.mod,Ku80ID_shNcl.q.ord,Ku80ID_shNcl.q.mod,Ku80ID_DiffBound.p.mod,Ku80ID_DiffBound.q.ord,Ku80ID_DiffBound.q.mod,Mre11_shScr.p.mod,Mre11_shScr.q.ord,Mre11_shScr.q.mod,Mre11_shNcl.p.mod,Mre11_shNcl.q.ord,Mre11_shNcl.q.mod,Mre11_DiffBound.p.mod,Mre11_DiffBound.q.ord,Mre11_DiffBound.q.mod,Time.Point,Order
EIF4H,Q15056,EIF4H,Nucleoplasm,Eukaryotic translation initiation factor 4H,0, eukaryotic translation initiation factor 4F complex [GO:0016281],translational initiation,ribosome binding ,9606.ENSP00000265753,lightgreen,7,Ribosome Biosynthesis,0,0,Q15056,0,4.577444444,0,5.147777778,2.909833333,0,0,3.537777778,0,0,shNcl,0,shScramble,shNcl,0,0,shNcl,0,0,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,0,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0,0,0,0.00457387,0.00801215,0.003997602,0,0,0,0.00175397,0.001248379,0.000729002,0.170706677,0.006779337,0.004619477,0,0,0,0,0,0,0.047848991,0.010521637,0.006958927,0,0,0,IR2h,3
WDR18,Q9BV38,WDR18,Nucleoplasm,WD repeat domain 18,0,Rix1 complex ,rRNA processing ,rRNA binding ,9606.ENSP00000476117,lightgreen,7,Ribosome Biosynthesis,Q9BV38,Q9BV38,0,6.671555556,6.057888889,0,6.069222222,2.522333333,0,6.051888889,6.247888889,0,shScramble,shNcl,0,shScramble,shNcl,0,shScramble,shNcl,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0.009085007,0.002227491,0.001242562,0.01214462,0.016903976,0.00828609,0,0,0,0.018622636,0.002400292,0.002633911,0.329956968,0.006779337,0.004619477,0,0,0,0.011746963,0.012367826,0.005912242,0.011582244,0.004747377,0.002209288,0,0,0,IR2h,3
YARS2,Q9Y2Z4,0,Nucleoplasm,Tyrosyl-tRNA synthetase 2,0,cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nuclear body [GO:0016604],Protein biosynthesis,"Aminoacyl-tRNA synthetase, Ligase",9606.ENSP00000320658,lightgreen,7,Ribosome Biosynthesis,0,0,0,5.259888889,6.112555556,0,4.349888889,2.616666667,0,5.672888889,6.195555556,0,shScramble,shNcl,0,shScramble,shNcl,0,shScramble,shNcl,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0.002340351,0.000859083,0.000434033,0.000706464,0.003302857,0.001125075,0,0,0,0.034875688,0.003598496,0.002633911,0.225005582,0.006779337,0.004619477,0,0,0,0.001097356,0.00419009,0.001696981,0.000567371,0.00103809,0.000345296,0,0,0,IR2h,3
PRPF31,Q8WWY3,PRPF31,Nucleoplasm,Pre-mRNA processing factor 31,HR,MLL1 complex ,histone H3-K4 methylation ,RNA binding ,9606.ENSP00000324122,darkviolet,2,Chromatin Organization,Q8WWY3,0,Q8WWY3,6.258,0,0,4.916,0,-5.251666667,4.595,0,0,shScramble,0,0,shScramble,0,shScramble,shScramble,0,0,shScr_vs_Cneg,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,shScr_vs_Cneg,0,0,Sirt6,Ku80,Mre11ID,0.006765881,0.001807938,0.000977999,0,0,0,0,0,0,0.025609664,0.002953989,0.002633911,0,0,0,0.02279533,0.035682187,0.036975743,0.026320109,0.014278056,0.010700431,0,0,0,0,0,0,IR2h,3
RPL27,P61353,RPL27,Nucleoplasm/Nucleoli,Ribosomal protein L27,DSB,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000464813,lightgreen,7,Ribosome Biosynthesis,0,P61353,0,7.623555556,7.567222222,0,8.018888889,4.588,0,6.636888889,6.694222222,0,shScramble,shNcl,0,shScramble,shNcl,0,shScramble,shNcl,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0.020949869,0.004153387,0.002521968,0.016965509,0.02150793,0.010838598,0,0,0,0.016535519,0.002228265,0.002633911,0.186147891,0.006779337,0.004619477,0,0,0,0.031105872,0.014278056,0.011982947,0.034596658,0.009885182,0.005304602,0,0,0,IR2h,3
RPL4,P36578,RPL4,Nucleoplasm/Nucleoli,Ribosomal protein L4,0,nucleolus ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000311430,lightgreen,7,Ribosome Biosynthesis,P36578,P36578,0,7.578555556,0,0,6.948555556,3.045,0,6.155888889,7.240222222,0,shScramble,0,0,shScramble,shNcl,0,shScramble,shNcl,0,shScr_vs_Cneg,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0.024855433,0.004731563,0.002913568,0,0,0,0,0,0,0.036434392,0.003776089,0.002633911,0.343247916,0.006779337,0.004619477,0,0,0,0.048214196,0.014278056,0.015403769,0.02755573,0.008556395,0.004433629,0,0,0,IR2h,3
NOP58,Q9Y2X3,NOP58,Nucleoplasm/Nucleoli_FibrillarCenter,NOP58 ribonucleoprotein,0,box C/D RNP complex ,rRNA processing ,TFIID-class transcription factor binding ,9606.ENSP00000264279,lightgreen,7,Ribosome Biosynthesis,Q9Y2X3,Q9Y2X3,0,6.585333333,7.204333333,0,6.659,4.247166667,0,5.764,6.367333333,0,shScramble,shNcl,0,shScramble,shNcl,0,shScramble,shNcl,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0.027237513,0.0050255,0.003149419,0.01369536,0.018881389,0.009082239,0,0,0,0.026463045,0.003067794,0.002633911,0.186587792,0.006779337,0.004619477,0,0,0,0.038444984,0.014278056,0.013577954,0.028262566,0.008646587,0.004528662,0,0,0,IR2h,3
MTIF2,P46199,MTIF2,Nucleoplasm,"Translation initiation factor IF-2, mitochondrial ",0,nucleoplasm,ribosome disassembly,translation factor activity,9606.ENSP00000263629,lightgreen,7,Ribosome Biosynthesis,0,0,P46199,4.655444444,5.651777778,0,5.062111111,2.034833333,0,0,5.117777778,0,shScramble,shNcl,0,shScramble,shNcl,0,0,shNcl,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,0,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0.003722616,0.001142724,0.000615077,0.000687906,0.003096921,0.001102228,0,0,0,0.002404844,0.001381549,0.000769086,0.292802118,0.006779337,0.004619477,0,0,0,0,0,0,0.001783509,0.001253121,0.000580152,0,0,0,IR2h,3
PTCD3,Q96EY7,PTCD3,Nucleoplasm,Small ribosomal subunit protein mS39 ,0,nucleoplasm,regulation of translation,rRNA binding,9606.ENSP00000254630,lightgreen,7,Ribosome Biosynthesis,0,0,0,6.223111111,7.353111111,0,4.395777778,2.239666667,0,0,6.030777778,0,shScramble,shNcl,0,shScramble,shNcl,0,0,shNcl,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,0,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0.001821951,0.000759268,0.000365693,0.000341665,0.002454709,0.00072549,0,0,0,0.048597186,0.004401298,0.003141014,0.331886855,0.006779337,0.004619477,0,0,0,0,0,0,0.001971782,0.001388292,0.000584021,0,0,0,IR2h,3
DHX15,O43143,DHX15,Nucleoplasm,DEAH-box helicase 15,0,spliceosomal complex ,RNA splicing ,RNA helicase activity ,9606.ENSP00000336741,gold,8,RNA Metabolism,O43143,O43143,0,6.991888889,8.380222222,0,6.676222222,2.147166667,0,6.432222222,7.381555556,0,shScramble,shNcl,0,shScramble,shNcl,0,shScramble,shNcl,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0.009953078,0.002382815,0.001333156,0.002384649,0.006955432,0.002673141,0,0,0,0.012534087,0.001821102,0.002479609,0.50884903,0.0070686,0.004619477,0,0,0,0.01223025,0.012791875,0.006100885,0.006419411,0.003276629,0.001376376,0,0,0,IR2h,3
EXOSC4,Q9NPD3,EXOSC4,Nucleoplasm,Exosome component 4,0, exosome (RNase complex) [GO:0000178],RNA processing ,3'-5'-exoribonuclease activity ,9606.ENSP00000315476,gold,8,RNA Metabolism,0,0,0,6.474333333,6.102666667,0,5.53,2.434333333,0,5.128333333,5.902,0,shScramble,shNcl,0,shScramble,shNcl,0,shScramble,shNcl,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0.002931738,0.001033909,0.000511758,0.003123042,0.007337565,0.003187998,0,0,0,0.007404788,0.001525334,0.001647004,0.330914254,0.006779337,0.004619477,0,0,0,0.008679817,0.010128482,0.004931164,0.003820231,0.002226984,0.000911747,0,0,0,IR2h,3
RPS24,P62847,RPS24,Nucleoplasm,Small ribosomal subunit protein eS24 ,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000414321,lightgreen,7,Ribosome Biosynthesis,P62847,P62847,0,0,5.820888889,0,5.754222222,2.031333333,-2.395,0,5.361222222,0,0,shNcl,0,shScramble,shNcl,shScramble,0,shNcl,0,0,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,shNcl_vs_shScr,0,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0,0,0,0.020838684,0.02150793,0.01283491,0,0,0,0.02659439,0.003060152,0.002633911,0.440291062,0.006779337,0.004619477,0.031272074,0.035682187,0.036975743,0,0,0,0.032853434,0.009378922,0.00509159,0,0,0,IR2h,3
RPS8,P62241,RPS8,Nucleoplasm,Small ribosomal subunit protein eS8 ,DSB,ribonucleoprotein complex ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000379888,lightgreen,7,Ribosome Biosynthesis,P62241,P62241,0,0,6.273,0,5.962,2.865833333,0,0,6.241,0,0,shNcl,0,shScramble,shNcl,0,0,shNcl,0,0,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,0,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0,0,0,0.022950746,0.02150793,0.013923844,0,0,0,0.035352481,0.003690345,0.002633911,0.265872026,0.006779337,0.004619477,0,0,0,0,0,0,0.026400634,0.00821369,0.004284579,0,0,0,IR2h,3
RPSA,P08865,RPSA,Nucleoplasm,Small ribosomal subunit protein uS2 ,DSB,nucleoplasm ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000389351,lightgreen,7,Ribosome Biosynthesis,P08865,P08865,P08865,0,4.459333333,0,3.995666667,1.677833333,0,0,4.035,0,0,shNcl,0,shScramble,shNcl,0,0,shNcl,0,0,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,0,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0,0,0,0.029615429,0.02150793,0.017210685,0,0,0,0.051912854,0.00454918,0.003291426,0.296066173,0.006779337,0.004619477,0,0,0,0,0,0,0.047214911,0.010521637,0.006873026,0,0,0,IR2h,3
EIF3L,Q9Y262,EIF3L,Nucleoplasm/Nucleoli,Eukaryotic translation initiation factor 3 subunit L,0, eukaryotic 43S preinitiation complex [GO:0016282],translational initiation,ribosome binding ,9606.ENSP00000499067,lightgreen,7,Ribosome Biosynthesis,0,Q9Y262,0,5.614333333,7.798666667,2.184333333,5.586,3.7545,0,0,6.294,5.808666667,shScramble,shNcl,shNcl,shScramble,shNcl,0,0,shNcl,shNcl,shScr_vs_Cneg,shNcl_vs_Cneg,shNcl_vs_shScr,shScr_vs_Cneg,shNcl_vs_Cneg,0,0,shNcl_vs_Cneg,shNcl_vs_shScr,Sirt6,Ku80,Mre11ID,0.000513344,0.000317054,0.000140516,2.0638E-05,0.000468889,0.000110263,0.06629984,0.101712084,0.14224541,0.00071515,0.001248379,0.000626257,0.100159206,0.006779337,0.004619477,0,0,0,0,0,0,0.000422069,0.000923422,0.000289115,0.008375529,0.37605374,0.401048439,IR2h,3
RARS1,P54136,0,Nucleoplasm/Nucleoli,Arginyl-tRNA synthetase 1,0,aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],Protein biosynthesis,"Aminoacyl-tRNA synthetase, Ligase",9606.ENSP00000231572,lightgreen,7,Ribosome Biosynthesis,0,0,0,3.447777778,5.203111111,0,2.452111111,3.302166667,0,0,3.654111111,0,shScramble,shNcl,0,shScramble,shNcl,0,0,shNcl,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,0,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0.005663586,0.001385013,0.000845398,0.00026752,0.001665503,0.000617531,0,0,0,0.077355873,0.00576618,0.004551588,0.096356397,0.006779337,0.004619477,0,0,0,0,0,0,0.024659271,0.007300075,0.00405184,0,0,0,IR2h,3
HNRNPH1,P31943,HNRNPH1,Nucleoplasm,Heterogeneous nuclear ribonucleoprotein H1,HR,spliceosomal complex ,"mRNA splicing, via spliceosome ",RNA binding ,9606.ENSP00000349168,gold,8,RNA Metabolism,P31943,P31943,0,5.312333333,7.178333333,0,6.447,1.7205,0,4.333,6.171333333,0,shScramble,shNcl,0,shScramble,shNcl,0,shScramble,shNcl,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0.02474593,0.004631431,0.002904121,0.003367965,0.007896501,0.003330257,0,0,0,0.00857648,0.001525334,0.001844473,0.549665757,0.007488765,0.004619477,0,0,0,0.04917429,0.014278056,0.015403769,0.009704092,0.004231132,0.001924201,0,0,0,IR2h,3
HNRNPUL1,Q9BUJ2,HNRNPUL1,Nucleoplasm,Heterogeneous nuclear ribonucleoprotein U like 1,0,nucleoplasm ,RNA processing ,RNA binding ,9606.ENSP00000375863,gold,8,RNA Metabolism,Q9BUJ2,0,0,6.604111111,7.323111111,0,6.670111111,2.469,0,3.558777778,6.555111111,0,shScramble,shNcl,0,shScramble,shNcl,0,shScramble,shNcl,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0.000344924,0.000240878,9.87191E-05,7.42977E-05,0.001058345,0.000271945,0,0,0,0.000299384,0.001034285,0.000419867,0.225671597,0.006779337,0.004619477,0,0,0,0.045520107,0.014278056,0.014993971,0.000232151,0.000665141,0.000202795,0,0,0,IR2h,3
LRPPRC,P42704,LRPPRC,Nucleoplasm,"Leucine-rich PPR motif-containing protein, mitochondrial ",DSB,ribonucleoprotein complex ,mRNA transport ,ubiquitin protein ligase binding ,9606.ENSP00000260665,gold,8,RNA Metabolism,P42704,P42704,0,0,9.137111111,0,8.631777778,6.451,0,7.375444444,7.209444444,0,0,shNcl,0,shScramble,shNcl,0,shScramble,shNcl,0,0,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0,0,0,0.012223978,0.017983489,0.008314547,0,0,0,0.022995766,0.002817688,0.002633911,0.114628294,0.006779337,0.004619477,0,0,0,0.034788837,0.014278056,0.012726204,0.045886743,0.010521637,0.006741707,0,0,0,IR2h,3
MARS1,P56192,MARS1,Nucleoplasm,"Methionine--tRNA ligase, cytoplasmic ",0,nucleolus,rRNA transcription,aminoacyl-tRNA ligase activity,9606.ENSP00000262027,gold,8,RNA Metabolism,0,0,P56192,3.813666667,5.276666667,0,3.49,3.106833333,0,5.095,5.662,0,shScramble,shNcl,0,shScramble,shNcl,0,shScramble,shNcl,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0.012491617,0.002604423,0.001617118,0.001463959,0.004437147,0.001886909,0,0,0,0.055569807,0.00472673,0.003481313,0.164394948,0.006779337,0.004619477,0,0,0,0.001793173,0.004571959,0.002110743,0.000878453,0.001176082,0.00045574,0,0,0,IR2h,3
MSN,P26038,MSN,Nucleoplasm,Moesin ,0,nucleus,positive regulation of gene expression,double-stranded RNA binding,9606.ENSP00000353408,gold,8,RNA Metabolism,0,0,0,7.462,6.912666667,0,4.319666667,2.914,0,6.109,7.466333333,0,shScramble,shNcl,0,shScramble,shNcl,0,shScramble,shNcl,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0.004008395,0.001275302,0.000650526,0.004681924,0.009179677,0.004044026,0,0,0,0.112919243,0.007790792,0.006154246,0.350809462,0.006779337,0.004619477,0,0,0,0.009118153,0.010765677,0.005008342,0.003105109,0.002013464,0.000777424,0,0,0,IR2h,3
NSUN2,Q08J23,NSUN2,Nucleoplasm,NOP2/Sun RNA methyltransferase 2,0,chromatoid body ,cell division ,methyltransferase activity ,9606.ENSP00000264670,gold,8,RNA Metabolism,Q08J23,Q08J23,0,4.275111111,6.101111111,0,2.726111111,3.335833333,0,5.412444444,7.781777778,0,shScramble,shNcl,0,shScramble,shNcl,0,shScramble,shNcl,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0.008228212,0.001971874,0.00115365,0.000572686,0.002901576,0.001003078,0,0,0,0.110638287,0.007540341,0.006056671,0.153839444,0.006779337,0.004619477,0,0,0,0.001580268,0.004484161,0.002008592,7.4845E-05,0.000391515,9.7876E-05,0,0,0,IR2h,3
NUDT21,O43809,NUDT21,Nucleoplasm,Nudix hydrolase 21,DSB,mRNA cleavage and polyadenylation specificity factor complex ,mRNA polyadenylation ,histone deacetylase binding ,9606.ENSP00000300291,gold,8,RNA Metabolism,0,O43809,0,0,6.322888889,0,6.210888889,3.342333333,0,0,5.890222222,0,0,shNcl,0,shScramble,shNcl,0,0,shNcl,0,0,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,0,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0,0,0,0.026459101,0.02150793,0.015707095,0,0,0,0.035216854,0.003686956,0.002633911,0.267684185,0.006779337,0.004619477,0,0,0,0,0,0,0.040283278,0.010521637,0.006013361,0,0,0,IR2h,3
TPT1,P13693,TPT1,Nucleoplasm,Translationally-controlled tumor protein ,DSB,nucleoplasm ,regulation of apoptotic process ,RNA binding ,9606.ENSP00000477781,firebrick1,3,DNA Repair,0,P13693,0,6.672444444,7.384444444,0,5.233444444,0,0,4.764444444,0,0,shScramble,shNcl,0,shScramble,0,0,shScramble,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,shScr_vs_Cneg,0,0,Sirt6,Ku80,Mre11ID,0.000812476,0.000462337,0.000202829,0.00031024,0.002346149,0.000681577,0,0,0,0.027712263,0.003126818,0.002633911,0,0,0,0,0,0,0.030245821,0.014278056,0.01177258,0,0,0,0,0,0,IR2h,3
PABPC1,P11940,PABPC1,Nucleoplasm,Polyadenylate-binding protein 1 ,HR,mCRD-mediated mRNA stability complex ,"mRNA splicing, via spliceosome ",mRNA binding ,9606.ENSP00000313007,gold,8,RNA Metabolism,P11940,P11940,0,6.097333333,8.527333333,2.43,7.375,5.445333333,0,6.325666667,8.585,0,shScramble,shNcl,shNcl,shScramble,shNcl,0,shScramble,shNcl,0,shScr_vs_Cneg,shNcl_vs_Cneg,shNcl_vs_shScr,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0.03272421,0.005782203,0.003708302,0.004049339,0.008804253,0.003715626,0.05464312,0.11165191,0.134416193,0.012955149,0.001877135,0.002546583,0.100305961,0.006779337,0.004619477,0,0,0,0.021798469,0.014278056,0.009310639,0.004662421,0.002712435,0.001080163,0,0,0,IR2h,3
SNRPA1,P09661,SNRPA1,Nucleoplasm,Small nuclear ribonucleoprotein polypeptide A',MMR,spliceosomal complex ,"mRNA splicing, via spliceosome ",RNA binding ,9606.ENSP00000254193,firebrick1,3,DNA Repair,P09661,P09661,0,6.499222222,6.697222222,0,5.924222222,0,0,5.101888889,0,0,shScramble,shNcl,0,shScramble,0,0,shScramble,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,shScr_vs_Cneg,0,0,Sirt6,Ku80,Mre11ID,0.017572649,0.003603854,0.00215545,0.011297036,0.016422723,0.007796115,0,0,0,0.030304496,0.003338282,0.002633911,0,0,0,0,0,0,0.042171772,0.014278056,0.0142907,0,0,0,0,0,0,IR2h,3
PABPC4,Q13310,PABPC4,Nucleoplasm,Polyadenylate-binding protein 4 ,0,ribonucleoprotein complex ,rRNA processing ,mRNA binding ,9606.ENSP00000361949,gold,8,RNA Metabolism,Q13310,Q13310,0,6.120666667,8.354,2.233333333,7.112666667,3.342666667,0,5.722,8.401333333,2.679333333,shScramble,shNcl,shNcl,shScramble,shNcl,0,shScramble,shNcl,shNcl,shScr_vs_Cneg,shNcl_vs_Cneg,shNcl_vs_shScr,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,shNcl_vs_shScr,Sirt6,Ku80,Mre11ID,0.005329421,0.001512239,0.00080456,0.000395166,0.002752078,0.000784904,0.063228083,0.101712084,0.14224541,0.00200956,0.001328302,0.000729002,0.252623815,0.006779337,0.004619477,0,0,0,0.006119221,0.008554613,0.003933346,0.000483718,0.001031767,0.00031369,0.040689027,0.334628854,0.401048439,IR2h,3
PCBP1,Q15365,PCBP1,Nucleoplasm,Poly(rC) binding protein 1,NER,nuclear speck ,"transcription, DNA-templated ",mRNA binding ,9606.ENSP00000305556,gold,8,RNA Metabolism,0,Q15365,0,6.439333333,5.668666667,0,5.462666667,2.334833333,0,5.932333333,5.714,0,shScramble,shNcl,0,shScramble,shNcl,0,shScramble,shNcl,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0.006335259,0.001732597,0.00092439,0.011388824,0.015933207,0.007843118,0,0,0,0.017257281,0.002250396,0.002633911,0.412139317,0.006779337,0.004619477,0,0,0,0.007688045,0.00994485,0.004558897,0.011064919,0.004532197,0.002127613,0,0,0,IR2h,3
PCBP2,Q15366,PCBP2,Nucleoplasm,Poly(rC) binding protein 2,DSB,nucleoplasm ,"transcription, DNA-templated ",ubiquitin protein ligase binding ,9606.ENSP00000352438,gold,8,RNA Metabolism,Q15366,Q15366,0,6.184888889,6.116888889,0,6.231555556,3.0965,0,5.522222222,5.800555556,0,shScramble,shNcl,0,shScramble,shNcl,0,shScramble,shNcl,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0.026423843,0.004911296,0.003070546,0.02175868,0.02150793,0.013310338,0,0,0,0.025713723,0.003008143,0.002633911,0.311567097,0.006779337,0.004619477,0,0,0,0.034432434,0.014278056,0.012699072,0.031522189,0.00921538,0.004923855,0,0,0,IR2h,3
PNPT1,Q8TCS8,PNPT1,Nucleoplasm,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial ",MMR,nucleus ,regulation of cellular senescence ,miRNA binding ,9606.ENSP00000400646,gold,8,RNA Metabolism,Q8TCS8,Q8TCS8,0,6.437777778,6.394111111,0,4.956444444,1.829166667,0,7.962111111,7.464444444,0,shScramble,shNcl,0,shScramble,shNcl,0,shScramble,shNcl,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,Sirt6,Ku80,Mre11ID,0.015849266,0.003330393,0.001970527,0.013547632,0.018407886,0.009002294,0,0,0,0.113373078,0.007838699,0.006168088,0.566866,0.007651972,0.004619477,0,0,0,0.00313854,0.006534274,0.002644542,0.005950268,0.00311876,0.001298664,0,0,0,IR2h,3
RFC3,P40938,RFC3,Nucleoplasm,Replication factor C subunit 3,HR,DNA replication factor C complex ,DNA duplex unwinding ,single-stranded DNA-dependent ATP-dependent DNA helicase activity ,9606.ENSP00000369411,firebrick1,3,DNA Repair,0,0,0,6.477666667,5.290333333,0,4.354,0,0,4.62,0,0,shScramble,shNcl,0,shScramble,0,0,shScramble,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,shScr_vs_Cneg,0,0,shScr_vs_Cneg,0,0,Sirt6,Ku80,Mre11ID,0.001207905,0.000605152,0.000276095,0.004265548,0.008171142,0.003822907,0,0,0,0.047824422,0.004351283,0.00310558,0,0,0,0,0,0,0.008879269,0.00994485,0.004965952,0,0,0,0,0,0,IR2h,3
