NAME,UniprotID,ProteinName,CellCompartment,DNA_Repair,GO_CC,GO_BP,GO_MF,stringId,Annotation,An.color,An.number,shScr.logFC,shNcl.logFC,shScr.Presence,shNcl.Presence,Time.Point,Order,Sensor
HNRNPL,P14866,Heterogeneous nuclear ribonucleoprotein L,Nucleoplasm,DSB,ribonucleoprotein complex ,RNA processing ,mRNA binding ,9606.ENSP00000221419,DNA Repair,firebrick1,3,7.865777778,7.610111111,shScramble,shNcl,IR2h,3,Mre11ID
HSP90B1,P14625,Endoplasmin ,Nucleoplasm,0,nucleus ,response to unfolded protein ,unfolded protein binding ,9606.ENSP00000299767,DNA Repair,firebrick1,3,7.024444444,9.696444444,shScramble,shNcl,IR2h,3,Mre11ID
DDB2,Q92466,Damage specific DNA binding protein 2,Nucleoplasm,0,cell junction [GO:0030054]; chromatin [GO:0000785]; Cul4-RING E3 ubiquitin ligase complex [GO:0080008]; Cul4A-RING E3 ubiquitin ligase complex [GO:0031464]; Cul4B-RING E3 ubiquitin ligase complex [GO:0031465]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; site of DNA damage [GO:0090734],"DNA damage, DNA repair, Ubl conjugation pathway",DNA-binding,9606.ENSP00000256996,DNA Repair,firebrick1,3,0,6.917555556,0,shNcl,IR2h,3,Mre11ID
HSPD1,P10809,"60 kDa heat shock protein, mitochondrial ",Nucleoplasm,0,clathrin-coated pit ,response to unfolded protein ,unfolded protein binding ,9606.ENSP00000340019,DNA Repair,firebrick1,3,4.061555556,3.890888889,shScramble,shNcl,IR2h,3,Mre11ID
DRG1,Q9Y295,Developmentally regulated GTP binding protein 1,Nucleoplasm,0,nucleoplasm ,"transcription, DNA-templated ",transcription factor binding ,9606.ENSP00000329715,DNA Repair,firebrick1,3,0,6.389555556,0,shNcl,IR2h,3,Mre11ID
IDH3A,P50213,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial ",Nucleoplasm,0,nucleus ,tricarboxylic acid cycle ,NAD binding ,9606.ENSP00000299518,DNA Repair,firebrick1,3,7.274111111,7.801444444,shScramble,shNcl,IR2h,3,Mre11ID
ENO1,P06733,Alpha-enolase ,Nucleoplasm,0, phosphopyruvate hydratase complex [GO:0000015],glycolytic process ,cadherin binding ,9606.ENSP00000495530,DNA Repair,firebrick1,3,0,6.645333333,0,shNcl,IR2h,3,Mre11ID
LDHA,P00338,L-lactate dehydrogenase A chain ,Nucleoplasm,0,nucleus ,positive regulation of apoptotic process ,NAD binding ,9606.ENSP00000445175,DNA Repair,firebrick1,3,7.443888889,8.932555556,shScramble,shNcl,IR2h,3,Mre11ID
LDHB,P07195,L-lactate dehydrogenase B chain ,Nucleoplasm,0, oxidoreductase complex [GO:1990204],NAD metabolic process,NAD binding ,,DNA Repair,firebrick1,3,5.760222222,5.436888889,shScramble,shNcl,IR2h,3,Mre11ID
MACROD1,Q9BQ69,Mono-ADP ribosylhydrolase 1,Nucleoplasm,0,nucleoplasm ,DNA repair ,deacetylase activity ,9606.ENSP00000255681,DNA Repair,firebrick1,3,6.032,5.263333333,shScramble,shNcl,IR2h,3,Mre11ID
MATR3,P43243,Matrin 3,Nucleoplasm,0,nuclear matrix ,posttranscriptional regulation of gene expression ,miRNA binding ,9606.ENSP00000354346,DNA Repair,firebrick1,3,5.912777778,5.579444444,shScramble,shNcl,IR2h,3,Mre11ID
MCM3,P25205,Minichromosome maintenance complex component 3,Nucleoplasm,0,MCM complex ,DNA duplex unwinding ,DNA helicase activity ,9606.ENSP00000480987,DNA Repair,firebrick1,3,6.597555556,5.886888889,shScramble,shNcl,IR2h,3,Mre11ID
MCM6,Q14566,Minichromosome maintenance complex component 6,Nucleoplasm,HR,MCM complex ,DNA duplex unwinding ,DNA helicase activity ,9606.ENSP00000264156,DNA Repair,firebrick1,3,5.213111111,6.329111111,shScramble,shNcl,IR2h,3,Mre11ID
MPG,P29372,N-methylpurine DNA glycosylase,Nucleoplasm,BER,nucleoplasm ,base-excision repair ,damaged DNA binding ,9606.ENSP00000219431,DNA Repair,firebrick1,3,4.964888889,5.182222222,shScramble,shNcl,IR2h,3,Mre11ID
MTREX,P42285,Mtr4 exosome RNA helicase,Nucleoplasm,0,TRAMP complex ,"mRNA splicing, via spliceosome ",RNA helicase activity ,9606.ENSP00000230640,DNA Repair,firebrick1,3,5.971333333,5.644,shScramble,shNcl,IR2h,3,Mre11ID
NME1,P15531,Nucleoside diphosphate kinase A ,Nucleoplasm,0,nucleus ,regulation of apoptotic process ,RNA binding ,9606.ENSP00000337060,DNA Repair,firebrick1,3,5.522222222,2.892555556,shScramble,shNcl,IR2h,3,Mre11ID
PDIA3,P30101,Protein disulfide-isomerase A3 ,Nucleoplasm,0,Tapasin-ERp57 complex ,response to unfolded protein ,RNA binding ,9606.ENSP00000300289,DNA Repair,firebrick1,3,7.301777778,9.175111111,shScramble,shNcl,IR2h,3,Mre11ID
PGK1,P00558,Phosphoglycerate kinase 1 ,Nucleoplasm,0,membrane raft ,glycolytic process ,ATP binding ,9606.ENSP00000362413,DNA Repair,firebrick1,3,4.715222222,6.291888889,shScramble,shNcl,IR2h,3,Mre11ID
PKM,P14618,Pyruvate kinase PKM ,Nucleoplasm,0, nucleus [GO:0005634],glycolytic process ,protein kinase binding ,9606.ENSP00000320171,DNA Repair,firebrick1,3,5.068888889,6.088888889,shScramble,shNcl,IR2h,3,Mre11ID
MRE11A,P49959,"MRE11 homolog, double strand break repair nuclease",Nucleoplasm,HR,Mre11 complex ,double-strand break repair ,damaged DNA binding ,9606.ENSP00000325863,DNA Repair,firebrick1,3,6,5.293666667,shScramble,shNcl,IR2h,3,Mre11ID
POLDIP2,Q9Y2S7,Polymerase delta-interacting protein 2 ,Nucleoplasm,MMR,nucleus,error-free translesion synthesis,GO:0003677~,9606.ENSP00000475924,DNA Repair,firebrick1,3,6.017555556,7.053888889,shScramble,shNcl,IR2h,3,Mre11ID
MSH2,P43246,MutS homolog 2,Nucleoplasm,MMR,MutSbeta complex ,double-strand break repair ,damaged DNA binding ,9606.ENSP00000233146,DNA Repair,firebrick1,3,0,5.569333333,0,shNcl,IR2h,3,Mre11ID
PRKDC,P78527,"Protein kinase, DNA-activated, catalytic subunit",Nucleoplasm,NHEJ,DNA-dependent protein kinase complex ,double-strand break repair ,damaged DNA binding ,9606.ENSP00000313420,DNA Repair,firebrick1,3,10.51977778,9.788777778,shScramble,shNcl,IR2h,3,Mre11ID
MTA1,Q13330,Metastasis associated 1,Nucleoplasm,0,NuRD complex ,ATP-dependent chromatin remodeling ,histone deacetylase binding ,9606.ENSP00000333633,DNA Repair,firebrick1,3,0,5.627888889,0,shNcl,IR2h,3,Mre11ID
RAB5C,P51148,Ras-related protein Rab-5C ,Nucleoplasm,0, lysosomal membrane [GO:0005765],cell cycle ,GTPase activity ,9606.ENSP00000447053,DNA Repair,firebrick1,3,5.847222222,7.158222222,shScramble,shNcl,IR2h,3,Mre11ID
RFC2,P35250,Replication factor C subunit 2,Nucleoplasm,HR,DNA replication factor C complex ,DNA duplex unwinding ,single-stranded DNA-dependent ATP-dependent DNA helicase activity ,9606.ENSP00000055077,DNA Repair,firebrick1,3,5.014555556,6.777222222,shScramble,shNcl,IR2h,3,Mre11ID
RPN1,P04843,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 ,Nucleoplasm,DSB,oligosaccharyltransferase complex ,protein glycosylation ,RNA binding ,9606.ENSP00000296255,DNA Repair,firebrick1,3,4.960777778,6.538777778,shScramble,shNcl,IR2h,3,Mre11ID
NQO1,P15559,NAD,Nucleoplasm,0,cytoplasm [GO:0005737],response to oxidative stress,NADH dehydrogenase activity,9606.ENSP00000319788,DNA Repair,firebrick1,3,0,6.142111111,0,shNcl,IR2h,3,Mre11ID
RPS3,P23396,Small ribosomal subunit protein uS3 ,Nucleoplasm,DSB,NF-kappaB complex ,double-strand break repair ,structural constituent of ribosome ,9606.ENSP00000278572,DNA Repair,firebrick1,3,5.463111111,6.420444444,shScramble,shNcl,IR2h,3,Mre11ID
PGAM1,P18669,Phosphoglycerate mutase 1,Nucleoplasm,0, ficolin-1-rich granule lumen [GO:1904813],glycolytic process ,protein kinase binding ,9606.ENSP00000359991,DNA Repair,firebrick1,3,0,4.736777778,0,shNcl,IR2h,3,Mre11ID
TRIM28,Q13263,Tripartite motif containing 28,Nucleoplasm,DSB,RNA polymerase II transcription regulator complex ,chromatin organization ,transcription corepressor activity ,9606.ENSP00000253024,DNA Repair,firebrick1,3,5.904111111,6.537444444,shScramble,shNcl,IR2h,3,Mre11ID
VASP,P50552,Vasodilator-stimulated phosphoprotein ,Nucleoplasm,0,actin cytoskeleton [GO:0015629],axon guidance,actin filament organization ,9606.ENSP00000245932,DNA Repair,firebrick1,3,3.047111111,4.936111111,shScramble,shNcl,IR2h,3,Mre11ID
VCP,P55072,Valosin containing protein,Nucleoplasm,0,VCP-NSFL1C complex ,double-strand break repair ,ubiquitin protein ligase binding ,9606.ENSP00000351777,DNA Repair,firebrick1,3,6.297222222,6.590555556,shScramble,shNcl,IR2h,3,Mre11ID
RECQL,P46063,RecQ like helicase,Nucleoplasm,ForkStall,"chromosome,",double-strand break repair via homologous recombination,DNA helicase activity,9606.ENSP00000416739,DNA Repair,firebrick1,3,0,3.405666667,0,shNcl,IR2h,3,Mre11ID
XRCC5,P13010,X-ray repair cross complementing 5,Nucleoplasm,NHEJ,Ku70:Ku80 complex ,double-strand break repair ,damaged DNA binding ,9606.ENSP00000375978,DNA Repair,firebrick1,3,7.067555556,8.501888889,shScramble,shNcl,IR2h,3,Mre11ID
XRCC6,P12956,X-ray repair cross complementing 6,Nucleoplasm,NHEJ,Ku70:Ku80 complex ,double-strand break repair ,damaged DNA binding ,9606.ENSP00000352257,DNA Repair,firebrick1,3,5.750444444,6.350111111,shScramble,shNcl,IR2h,3,Mre11ID
RPA1,P27694,Replication protein A1,Nucleoplasm,HR,site of DNA damage ,base-excision repair ,damaged DNA binding ,9606.ENSP00000254719,DNA Repair,firebrick1,3,0,6.046777778,0,shNcl,IR2h,3,Mre11ID
ZMPSTE24,O75844,CAAX prenyl protease 1 homolog ,Nucleoplasm,0,nuclear envelope ,nuclear envelope organization ,double-stranded DNA binding ,9606.ENSP00000361845,DNA Repair,firebrick1,3,5.972666667,7.492333333,shScramble,shNcl,IR2h,3,Mre11ID
DHX9,Q08211,DExH-box helicase 9,Nucleoplasm/Nucleoli,NER,RISC complex ,DNA duplex unwinding ,transcription coactivator activity ,9606.ENSP00000356520,DNA Repair,firebrick1,3,6.731222222,6.951888889,shScramble,shNcl,IR2h,3,Mre11ID
RPN2,P04844,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 ,Nucleoplasm,BER,oligosaccharyltransferase complex ,protein modification process ,ribosome binding ,9606.ENSP00000237530,DNA Repair,firebrick1,3,0,8.170777778,0,shNcl,IR2h,3,Mre11ID
PARP1,P09874,Poly(ADP-ribose) polymerase 1,Nucleoplasm/Nucleoli,HR,site of DNA damage ,double-strand break repair ,damaged DNA binding ,9606.ENSP00000355759,DNA Repair,firebrick1,3,6.049222222,6.580222222,shScramble,shNcl,IR2h,3,Mre11ID
CSNK2B,P67870,Casein kinase 2 beta,Nucleoplasm/Nucleoli_FibrillarCenter,0,protein kinase CK2 complex ,Wnt signaling pathway ,protein kinase regulator activity ,9606.ENSP00000365042,DNA Repair,firebrick1,3,4.286333333,4.210333333,shScramble,shNcl,IR2h,3,Mre11ID
SLC25A5,P05141,ADP/ATP translocase 2 ,Nucleoplasm,DSB,MMXD complex ,chromosome segregation ,ubiquitin protein ligase binding ,9606.ENSP00000360671,DNA Repair,firebrick1,3,0,3.241888889,0,shNcl,IR2h,3,Mre11ID
SUPV3L1,Q8IYB8,"ATP-dependent RNA helicase SUPV3L1, mitochondrial ",Nucleus_1,0,mitochondrial degradosome [GO:0045025]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; nucleus [GO:0005634],DNA duplex unwinding [GO:0032508]; DNA recombination [GO:0006310]; mitochondrial mRNA catabolic process [GO:0000958]; mitochondrial mRNA surveillance [GO:0035946]; mitochondrial ncRNA surveillance [GO:0035945]; mitochondrial RNA 3'-end processing [GO:0000965]; mitochondrial RNA catabolic process [GO:0000957]; mitochondrial RNA surveillance [GO:2000827]; mitochondrion organization [GO:0007005]; negative regulation of apoptotic process [GO:0043066]; positive regulation of cell growth [GO:0030307]; positive regulation of mitochondrial RNA catabolic process [GO:0000962]; RNA catabolic process [GO:0006401],3'-5' RNA helicase activity [GO:0034458]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; double-stranded RNA binding [GO:0003725]; helicase activity [GO:0004386]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724],9606.ENSP00000352678,DNA Repair,firebrick1,3,3.802888889,5.847888889,shScramble,shNcl,IR2h,3,Mre11ID
EMD,P50402,Emerin,NuclearMem,0,nuclear envelope ,nuclear envelope organization ,nuclear envelope ,9606.ENSP00000358857,Nuclear Pore,deepskyblue3,4,7.002555556,8.546888889,shScramble,shNcl,IR2h,3,Mre11ID
USP10,Q14694,Ubiquitin specific peptidase 10,Nucleoplasm,0,nucleoplasm ,DNA repair ,p53 binding ,9606.ENSP00000457411,DNA Repair,firebrick1,3,0,3.362666667,0,shNcl,IR2h,3,Mre11ID
RGPD3,A6NKT7,RANBP2 like and GRIP domain containing 3,NuclearMem,0,nuclear pore,nucleocytoplasmic transport,GTPase activator activity,9606.ENSP00000386588,Nuclear Pore,deepskyblue3,4,5.632,5.585333333,shScramble,shNcl,IR2h,3,Mre11ID
LBR,Q14739,Lamin B receptor,Nucleoli_FibrillarCenter/NuclearMem,0,nuclear envelope,cholesterol biosynthetic process,lamin binding,9606.ENSP00000339883,Nuclear Pore,deepskyblue3,4,5.324555556,6.491555556,shScramble,shNcl,IR2h,3,Mre11ID
CCT8,P50990,Chaperonin containing TCP1 subunit 8,Nucleoplasm,HR,chaperonin-containing T-complex ,positive regulation of telomere maintenance via telomerase ,unfolded protein binding ,9606.ENSP00000286788,Nuclear Pore,deepskyblue3,4,5.894555556,7.185555556,shScramble,shNcl,IR2h,3,Mre11ID
NUP160,Q12769,Nuclear pore complex protein Nup160 ,Nucleoplasm,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000367721,Nuclear Pore,deepskyblue3,4,7.669444444,7.070111111,shScramble,shNcl,IR2h,3,Mre11ID
DDX5,P17844,DEAD-box helicase 5,Nucleoplasm/Nucleoli,NER,ribonucleoprotein complex ,"mRNA splicing, via spliceosome ",RNA helicase activity ,9606.ENSP00000225792,DNA Repair,firebrick1,3,0,6.496,0,shNcl,IR2h,3,Mre11ID
NUP214,P35658,Nuclear pore complex protein Nup214 ,Nucleoplasm,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000352400,Nuclear Pore,deepskyblue3,4,6.018555556,5.845555556,shScramble,shNcl,IR2h,3,Mre11ID
NUP54,Q7Z3B4,Nucleoporin 54,Nucleoplasm,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000264883,Nuclear Pore,deepskyblue3,4,4.591666667,5.319666667,shScramble,shNcl,IR2h,3,Mre11ID
NUP85,Q9BW27,Nucleoporin 85,Nucleoplasm,0, nuclear pore [GO:0005643],nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000245544,Nuclear Pore,deepskyblue3,4,5.817333333,6.748,shScramble,shNcl,IR2h,3,Mre11ID
NUP88,Q99567,Nucleoporin 88,Nucleoplasm,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000458954,Nuclear Pore,deepskyblue3,4,6.255666667,6.460333333,shScramble,shNcl,IR2h,3,Mre11ID
ASCC3,Q8N3C0,Activating signal cointegrator 1 complex subunit 3 ,Nucleus_1,DDR,activating signal cointegrator 1 complex [GO:0099053]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; DNA repair complex [GO:1990391]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],DNA alkylation repair [GO:0006307]; DNA duplex unwinding [GO:0032508]; rescue of stalled ribosome [GO:0072344]; ribosome disassembly [GO:0032790]; ribosome-associated ubiquitin-dependent protein catabolic process [GO:1990116],3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723],9606.ENSP00000358159,DNA Repair,firebrick1,3,0,3.666444444,0,shNcl,IR2h,3,Mre11ID
NUP98,P52948,Nuclear pore complex protein Nup98-Nup96 ,Nucleoplasm,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000316032,Nuclear Pore,deepskyblue3,4,5.996777778,5.747444444,shScramble,shNcl,IR2h,3,Mre11ID
LEMD2,Q8NC56,LEM domain nuclear envelope protein 2,NuclearMem,0,chromatin [GO:0000785]; cytoplasm [GO:0005737]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nuclear inner membrane [GO:0005637]; nuclear membrane [GO:0031965]; nuclear periphery [GO:0034399]; spindle [GO:0005819],heart formation [GO:0060914]; negative regulation of MAPK cascade [GO:0043409]; negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051898]; neurogenesis [GO:0022008]; nuclear envelope organization [GO:0006998]; nuclear membrane organization [GO:0071763]; protein localization to chromatin [GO:0071168]; skeletal muscle cell differentiation [GO:0035914],0,9606.ENSP00000293760,Nuclear Pore,deepskyblue3,4,0,3.128111111,0,shNcl,IR2h,3,Mre11ID
NDC1,Q9BTX1,NDC1 transmembrane nucleoporin,NuclearMem,0,nuclear pore,nucleocytoplasmic transport,structural constituent of nuclear pore,9606.ENSP00000360483,Nuclear Pore,deepskyblue3,4,0,5.373,0,shNcl,IR2h,3,Mre11ID
NXF1,Q9UBU9,Nuclear RNA export factor 1,Nucleoplasm,0,nuclear pore ,nucleocytoplasmic transport ,mRNA binding ,9606.ENSP00000436679,Nuclear Pore,deepskyblue3,4,5.172666667,4.771666667,shScramble,shNcl,IR2h,3,Mre11ID
RANGAP1,P46060,Ran GTPase activating protein 1,NuclearMem,0,SUMO ligase complex ,nucleocytoplasmic transport ,ubiquitin protein ligase binding ,9606.ENSP00000401470,Nuclear Pore,deepskyblue3,4,0,4.006555556,0,shNcl,IR2h,3,Mre11ID
SCCPDH,Q8NBX0,Saccharopine dehydrogenase-like oxidoreductase ,Nucleoplasm,HR,nucleus,glycolipid biosynthetic process,oxidoreductase activity,9606.ENSP00000355467,Nuclear Pore,deepskyblue3,4,5.689666667,7.171,shScramble,shNcl,IR2h,3,Mre11ID
THOC6,Q86W42,THO complex subunit 6,Nucleoplasm,SSB,THO complex ,"mRNA splicing, via spliceosome ",RNA binding ,9606.ENSP00000326531,Nuclear Pore,deepskyblue3,4,4.620777778,5.313777778,shScramble,shNcl,IR2h,3,Mre11ID
TMEM43,Q9BTV4,Transmembrane protein 43 ,Nucleoplasm,HR,nuclear envelope,nuclear membrane organization,protein binding,9606.ENSP00000303992,Nuclear Pore,deepskyblue3,4,6.109222222,7.503888889,shScramble,shNcl,IR2h,3,Mre11ID
ANP32A,P39687,Acidic nuclear phosphoprotein 32 family member A,Nucleoplasm,0,cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471],"Host-virus interaction, Transcription, Transcription regulation",Repressor,9606.ENSP00000417864,Nuclear Pore,deepskyblue3,4,0,5.434444444,0,shNcl,IR2h,3,Mre11ID
AAAS,Q9NRG9,Aladin WD repeat nucleoporin,Nucleoplasm/NuclearMem,0,nuclear pore,mitotic spindle assembly,protein binding,9606.ENSP00000209873,Nuclear Pore,deepskyblue3,4,4.897222222,5.242222222,shScramble,shNcl,IR2h,3,Mre11ID
IPO7,O95373,Importin 7,Nucleoplasm,0,cytosol [GO:0005829]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654],"Host-virus interaction, Protein transport, Transport",GTPase regulator activity [GO:0030695]; histone binding [GO:0042393]; SMAD binding [GO:0046332]; small GTPase binding [GO:0031267],9606.ENSP00000369042,Nuclear Pore,deepskyblue3,4,0,3.819888889,0,shNcl,IR2h,3,Mre11ID
NUP107,P57740,Nucleoporin 107,Nucleoplasm/NuclearMem,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000229179,Nuclear Pore,deepskyblue3,4,7.001444444,7.017111111,shScramble,shNcl,IR2h,3,Mre11ID
KPNA6,O60684,Karyopherin subunit alpha 6,Nucleoplasm,0,cytosol [GO:0005829]; host cell [GO:0043657]; membrane [GO:0016020]; NLS-dependent protein nuclear import complex [GO:0042564]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"Host-virus interaction, Protein transport, Transport",nuclear import signal receptor activity [GO:0061608]; nuclear localization sequence binding [GO:0008139],9606.ENSP00000362728,Nuclear Pore,deepskyblue3,4,0,3.474444444,0,shNcl,IR2h,3,Mre11ID
RANBP2,P49792,RAN binding protein 2,Nucleoplasm/NuclearMem,0,SUMO ligase complex ,nucleocytoplasmic transport ,RNA binding ,9606.ENSP00000283195,Nuclear Pore,deepskyblue3,4,7.057777778,7.327777778,shScramble,shNcl,IR2h,3,Mre11ID
RPL5,P46777,Ribosomal protein L5,Nucleolar_Rim,HR,nucleolus ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000359345,p53 Pathway,tomato,5,6.673444444,8.053444444,shScramble,shNcl,IR2h,3,Mre11ID
NOP2,P46087,NOP2 nucleolar protein,Nucleoli,0,nucleoplasm ,regulation of signal transduction by p53 class mediator ,methyltransferase activity ,9606.ENSP00000371858,p53 Pathway,tomato,5,5.871777778,5.785111111,shScramble,shNcl,IR2h,3,Mre11ID
KARS,Q15046,Lysine--tRNA ligase ,Nucleoplasm,0,aminoacyl-tRNA synthetase multienzyme complex ,"transcription, DNA-templated ",RNA binding ,9606.ENSP00000325448,p53 Pathway,tomato,5,6.874111111,7.286111111,shScramble,shNcl,IR2h,3,Mre11ID
LAP3,P28838,Leucine aminopeptidase 3,Nucleoplasm,0, nucleoplasm [GO:0005654],proteolysis,peptidase activity,9606.ENSP00000226299,p53 Pathway,tomato,5,4.070111111,5.860777778,shScramble,shNcl,IR2h,3,Mre11ID
PTDSS1,P48651,Phosphatidylserine synthase 1,Nucleoplasm,0,endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020],"Lipid biosynthesis, Lipid metabolism, Phospholipid biosynthesis, Phospholipid metabolism",Transferase,9606.ENSP00000430548,Nuclear Pore,deepskyblue3,4,0,5.421111111,0,shNcl,IR2h,3,Mre11ID
RETSAT,Q6NUM9,"All-trans-retinol 13,14-reductase ",Nucleoplasm,0,nuclear membrane,retinol metabolic process,"all-trans-retinol 13,14-reductase activity",9606.ENSP00000295802,Nuclear Pore,deepskyblue3,4,0,3.937111111,0,shNcl,IR2h,3,Mre11ID
MYO1B,O43795,Unconventional myosin-Ib ,Nucleoplasm,0,myosin complex ,actin filament organization ,actin filament organization ,9606.ENSP00000376132,p53 Pathway,tomato,5,5.831666667,6.593,shScramble,shNcl,IR2h,3,Mre11ID
MYO1C,O00159,Myosin IC,Nucleoplasm,0,B-WICH complex ,mRNA transport ,actin filament organization ,9606.ENSP00000496954,p53 Pathway,tomato,5,5.321111111,6.512777778,shScramble,shNcl,IR2h,3,Mre11ID
SLC22A18,Q96BI1,Solute carrier family 22 member 18 ,Nucleoplasm,0,nuclear envelope,transport,transmembrane transporter activity,9606.ENSP00000369948,Nuclear Pore,deepskyblue3,4,0,5.175111111,0,shNcl,IR2h,3,Mre11ID
NDUFS3,O75489,NADH:ubiquinone oxidoreductase core subunit S3,Nucleoplasm,0,mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; nuclear body [GO:0016604]; respiratory chain complex I [GO:0045271],"Electron transport, Respiratory chain, Transport","Oxidoreductase, Translocase",9606.ENSP00000263774,p53 Pathway,tomato,5,4.931,5.004666667,shScramble,shNcl,IR2h,3,Mre11ID
RPL17,P18621,Large ribosomal subunit protein uL22 ,Nucleoplasm,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,9606.ENSP00000463842,p53 Pathway,tomato,5,6.790555556,7.202222222,shScramble,shNcl,IR2h,3,Mre11ID
UQCRC2,P22695,"Cytochrome b-c1 complex subunit 2, mitochondrial ",Nucleoplasm,0,nucleoplasm,oxidative phosphorylation,metalloendopeptidase activity,9606.ENSP00000268379,p53 Pathway,tomato,5,6.001444444,6.560111111,shScramble,shNcl,IR2h,3,Mre11ID
TMX2,Q9Y320,Thioredoxin related transmembrane protein 2,Nucleoplasm,0,endoplasmic reticulum membrane [GO:0005789]; mitochondria-associated endoplasmic reticulum membrane contact site [GO:0044233]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739],brain development [GO:0007420],disulfide oxidoreductase activity [GO:0015036]; identical protein binding [GO:0042802],9606.ENSP00000278422,Nuclear Pore,deepskyblue3,4,0,4.610555556,0,shNcl,IR2h,3,Mre11ID
TOR1AIP2,Q8NFQ8,Torsin-1A-interacting protein 2 ,Nucleoplasm,0,nuclear membrane,positive regulation of ATPase activity,ATPase activator activity,9606.ENSP00000356584,Nuclear Pore,deepskyblue3,4,0,4.958777778,0,shNcl,IR2h,3,Mre11ID
EBNA1BP2,Q99848,EBNA1 binding protein 2,Nucleoplasm/Nucleolar_Rim,0, nucleolus [GO:0005730],RNA processing ,RNA binding ,9606.ENSP00000407323,p53 Pathway,tomato,5,5.498777778,6.240111111,shScramble,shNcl,IR2h,3,Mre11ID
RPF2,Q9H7B2,Ribosome production factor 2 homolog,Nucleoplasm/Nucleolar_Rim,DSB,nucleolus ,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) ",rRNA binding ,9606.ENSP00000402338,p53 Pathway,tomato,5,6.907111111,6.783111111,shScramble,shNcl,IR2h,3,Mre11ID
IPO5,O00410,Importin 5,Nucleoplasm/NuclearMem,HR, nuclear pore [GO:0005643],nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000261574,Nuclear Pore,deepskyblue3,4,0,3.029444444,0,shNcl,IR2h,3,Mre11ID
PLAA,Q9Y263,Phospholipase A2 activating protein,Nucleoplasm,0,cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]; synapse [GO:0045202],Neurogenesis,Developmental protein,9606.ENSP00000380460,Proteasome,grey,6,2.785444444,4.105777778,shScramble,shNcl,IR2h,3,Mre11ID
KPNA4,O00629,Karyopherin subunit alpha 4,Nucleoplasm/NuclearMem,0, nuclear membrane [GO:0031965],nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000334373,Nuclear Pore,deepskyblue3,4,0,3.978777778,0,shNcl,IR2h,3,Mre11ID
PSMA1,P25786,Proteasome 20S subunit alpha 1,Nucleoplasm,HR,proteasome complex ,proteasomal protein catabolic process ,RNA binding ,9606.ENSP00000414359,Proteasome,grey,6,6.104444444,9.132111111,shScramble,shNcl,IR2h,3,Mre11ID
