NAME,UniprotID,ProteinName,CellCompartment,DNA_Repair,GO_CC,GO_BP,GO_MF,stringId,Annotation,An.color,An.number,shScr.logFC,shNcl.logFC,shScr.Presence,shNcl.Presence,Time.Point,Order,Sensor
CDCA7L,Q96GN5,Cell division cycle associated 7 like,Nucleoplasm/Nucleoli_FibrillarCenter,0,cytosol [GO:0005829]; fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"Transcription, Transcription regulation",Repressor,9606.ENSP00000383986,Cell Cycle regulation,coral1,1,3.258888889,0,shScramble,0,IR2h,3,Sirt6
RBM14,Q96PK6,RNA binding motif protein 14,Nucleoplasm,0,transcription regulator complex ,histone deacetylation ,mRNA binding ,9606.ENSP00000311747,Chromatin Organization,darkviolet,2,6.636222222,6.581555556,shScramble,shNcl,IR2h,3,Sirt6
RBBP7,Q16576,"RB binding protein 7, chromatin remodeling factor",Nucleoplasm,0,NuRD complex ,histone deacetylation ,chromatin binding ,9606.ENSP00000369424,Chromatin Organization,darkviolet,2,6.219111111,6.849111111,shScramble,shNcl,IR2h,3,Sirt6
RBBP4,Q09028,"RB binding protein 4, chromatin remodeling factor",Nucleoplasm,DSB,NuRD complex ,ATP-dependent chromatin remodeling ,histone deacetylase binding ,9606.ENSP00000362592,Chromatin Organization,darkviolet,2,0,6.226,0,shNcl,IR2h,3,Sirt6
RAP1B,P61224,Ras-related protein Rap-1b ,Nucleoplasm,HR,plasma membrane ,cellular response to cAMP ,GTPase activity ,9606.ENSP00000250559,Chromatin Organization,darkviolet,2,6.217,7.347333333,shScramble,shNcl,IR2h,3,Sirt6
RAP1A,P62834,Ras-related protein Rap-1A ,Nucleoplasm,0,cell junction ,cellular response to cAMP ,GTPase activity ,9606.ENSP00000358723,Chromatin Organization,darkviolet,2,4.303444444,3.303111111,shScramble,shNcl,IR2h,3,Sirt6
PRKAR2A,P13861,cAMP-dependent protein kinase type II-alpha regulatory subunit,Nucleoplasm,0,cAMP-dependent protein kinase complex ,regulation of protein kinase A  signaling ,ubiquitin protein ligase binding ,9606.ENSP00000265563,Chromatin Organization,darkviolet,2,5.424444444,4.443777778,shScramble,shNcl,IR2h,3,Sirt6
PRDX3,P30048,"Thioredoxin-dependent peroxide reductase, mitochondrial ",Nucleoplasm,0,early endosome ,positive regulation of NF-kappaB transcription factor activity ,protein kinase binding ,9606.ENSP00000298510,Chromatin Organization,darkviolet,2,0,5.202444444,0,shNcl,IR2h,3,Sirt6
PELP1,Q8IZL8,"Proline, glutamate and leucine rich protein 1",Nucleoplasm/Nucleoli,DSB,MLL1 complex ,histone H3-K4 methylation ,transcription factor binding ,9606.ENSP00000301396,Chromatin Organization,darkviolet,2,7.664555556,7.339222222,shScramble,shNcl,IR2h,3,Sirt6
PDHB,P11177,Pyruvate dehydrogenase E1 subunit beta,Nucleoplasm,0,pyruvate dehydrogenase complex,acetyl-CoA biosynthetic process from pyruvate,pyruvate dehydrogenase (NAD+) activity,9606.ENSP00000307241,Chromatin Organization,darkviolet,2,6.357,8.035,shScramble,shNcl,IR2h,3,Sirt6
PDCD6,O75340,Programmed cell death 6,Nucleoplasm,0,Cul3-RING ubiquitin ligase complex ,activation of cysteine-type endopeptidase activity involved in apoptotic process ,ubiquitin protein ligase binding ,9606.ENSP00000264933,Chromatin Organization,darkviolet,2,6.365777778,7.209111111,shScramble,shNcl,IR2h,3,Sirt6
PAF1,Q8N7H5,"PAF1 homolog, Paf1/RNA polymerase II complex component",Nucleoplasm/Nucleoli_FibrillarCenter,HR,Cdc73/Paf1 complex ,histone methylation ,RNA polymerase II core binding ,9606.ENSP00000221265,Chromatin Organization,darkviolet,2,5.390333333,7.114,shScramble,shNcl,IR2h,3,Sirt6
OGT,O15294,O-linked N-acetylglucosamine (GlcNAc) transferase,Nucleoplasm,0,histone acetyltransferase complex ,positive regulation of histone methylation ,chromatin DNA binding ,9606.ENSP00000362824,Chromatin Organization,darkviolet,2,5.912111111,5.386444444,shScramble,shNcl,IR2h,3,Sirt6
OGDH,Q02218,2-oxoglutarate dehydrogenase complex component E1 ,Nucleoplasm,HR,oxoglutarate dehydrogenase complex ,2-oxoglutarate metabolic process ,heat shock protein binding ,9606.ENSP00000388183,Chromatin Organization,darkviolet,2,7.667777778,8.982777778,shScramble,shNcl,IR2h,3,Sirt6
NOC2L,Q9Y3T9,NOC2 like nucleolar associated transcriptional repressor,Nucleoplasm/Nucleolar_Rim,DSB,Noc1p-Noc2p complex ,"transcription, DNA-templated ",transcription corepressor activity ,9606.ENSP00000317992,Chromatin Organization,darkviolet,2,8.008777778,7.600444444,shScramble,shNcl,IR2h,3,Sirt6
MYBBP1A,Q9BQG0,MYB binding protein 1a,Nucleoli,DSB,B-WICH complex ,chromatin remodeling ,transcription corepressor activity ,9606.ENSP00000370968,Chromatin Organization,darkviolet,2,7.504777778,5.931111111,shScramble,shNcl,IR2h,3,Sirt6
MTHFD1,P11586,"C-1-tetrahydrofolate synthase, cytoplasmic ",Nucleoplasm,0,cytosol ,purine nucleotide biosynthetic process ,methylenetetrahydrofolate dehydrogenase activity ,9606.ENSP00000498336,Chromatin Organization,darkviolet,2,4.987111111,6.209111111,shScramble,shNcl,IR2h,3,Sirt6
MTA2,O94776,Metastasis associated 1 family member 2,Nucleoplasm,MMR,NuRD complex ,ATP-dependent chromatin remodeling ,histone deacetylase binding ,9606.ENSP00000278823,Chromatin Organization,darkviolet,2,6.726888889,7.897888889,shScramble,shNcl,IR2h,3,Sirt6
LRWD1,Q9UFC0,Leucine rich repeats and WD repeat domain containing 1,Nucleoplasm/Nucleolar_Rim,MMR,"chromosome, telomeric region ",chromatin organization ,methylated histone binding ,9606.ENSP00000292616,Chromatin Organization,darkviolet,2,5.937111111,4.850777778,shScramble,shNcl,IR2h,3,Sirt6
LMNB2,Q03252,Lamin B2,NuclearMem,0,nuclear envelope ,nuclear envelope organization ,lamin binding ,9606.ENSP00000327054,Chromatin Organization,darkviolet,2,6.827111111,7.897111111,shScramble,shNcl,IR2h,3,Sirt6
LEO1,Q8WVC0,"LEO1 homolog, Paf1/RNA polymerase II complex component",Nucleoplasm/Nucleoli_FibrillarCenter,0,Cdc73/Paf1 complex ,histone H2B ubiquitination ,transcription cofactor activity ,9606.ENSP00000299601,Chromatin Organization,darkviolet,2,6.038555556,6.741222222,shScramble,shNcl,IR2h,3,Sirt6
KDM1A,O60341,Lysine demethylase 1A,Nucleoplasm,DSB,DNA repair complex ,negative regulation of histone H3-K4 methylation ,chromatin binding ,9606.ENSP00000383042,Chromatin Organization,darkviolet,2,6.948,5.201333333,shScramble,shNcl,IR2h,3,Sirt6
IWS1,Q96ST2,"Interacts with SUPT6H, CTD assembly factor 1",Nucleoplasm,0,nucleus,chromatin remodeling,protein binding,9606.ENSP00000295321,Chromatin Organization,darkviolet,2,6.089666667,5.959,shScramble,shNcl,IR2h,3,Sirt6
IQGAP1,P46940,Ras GTPase-activating-like protein IQGAP1 ,Nucleoplasm,0,ribonucleoprotein complex ,positive regulation of protein kinase activity ,protein kinase binding ,9606.ENSP00000268182,Chromatin Organization,darkviolet,2,6.670666667,8.178,shScramble,shNcl,IR2h,3,Sirt6
HSPA5,P11021,Endoplasmic reticulum chaperone BiP ,Nucleoplasm,0,nucleus ,response to unfolded protein ,unfolded protein binding ,9606.ENSP00000324173,Chromatin Organization,darkviolet,2,0,4.925,0,shNcl,IR2h,3,Sirt6
HP1BP3,Q5SSJ5,Heterochromatin protein 1 binding protein 3,Nucleoplasm,0, nuclear speck [GO:0016607],chromatin organization ,chromatin binding ,9606.ENSP00000403039,Chromatin Organization,darkviolet,2,6.020111111,6.889111111,shScramble,shNcl,IR2h,3,Sirt6
HIST2H2AC,Q16777,H2A clustered histone 20,Nucleoplasm,0,nucleosome ,chromatin organization ,structural constituent of chromatin ,9606.ENSP00000332194,Chromatin Organization,darkviolet,2,0,10.64455556,0,shNcl,IR2h,3,Sirt6
RRP8,O43159,Ribosomal RNA processing 8,Nucleoplasm/Nucleoli,0,eNoSc complex ,positive regulation of histone methylation ,methyltransferase activity ,9606.ENSP00000254605,Chromatin Organization,darkviolet,2,6.233777778,0,shScramble,0,IR2h,3,Sirt6
HIST1H1C,P16403,"H1.2 linker histone, cluster member",Nucleoplasm/Nucleolar_Rim,DSB,nucleosome ,chromatin organization ,structural constituent of chromatin ,9606.ENSP00000339566,Chromatin Organization,darkviolet,2,0,4.180111111,0,shNcl,IR2h,3,Sirt6
HDAC1,Q13547,Histone deacetylase 1,Nucleoplasm,0,NuRD complex ,histone deacetylation ,histone deacetylase binding ,9606.ENSP00000362649,Chromatin Organization,darkviolet,2,0,3.592444444,0,shNcl,IR2h,3,Sirt6
HCFC1,P51610,Host cell factor C1,Nucleoplasm,DSB,MLL1 complex ,histone H3-K4 methylation ,transcription coactivator activity ,9606.ENSP00000309555,Chromatin Organization,darkviolet,2,4.646888889,5.723555556,shScramble,shNcl,IR2h,3,Sirt6
H2BC10,P62807,H2B clustered histone 10,Nucleoplasm,DSB,nucleosome ,chromatin organization ,structural constituent of chromatin ,9606.ENSP00000321744,Chromatin Organization,darkviolet,2,0,2.593666667,0,shNcl,IR2h,3,Sirt6
H1-5,P16401,"H1.5 linker histone, cluster member",Nucleoplasm,DSB,nucleosome ,chromatin organization ,structural constituent of chromatin ,9606.ENSP00000330074,Chromatin Organization,darkviolet,2,0,5.352444444,0,shNcl,IR2h,3,Sirt6
H1-4,P10412,"H1.4 linker histone, cluster member",Nucleoplasm,0,nucleosome,nucleosome assembly,structural constituent of chromatin,9606.ENSP00000307705,Chromatin Organization,darkviolet,2,0,7.530111111,0,shNcl,IR2h,3,Sirt6
PRPF31,Q8WWY3,Pre-mRNA processing factor 31,Nucleoplasm,HR,MLL1 complex ,histone H3-K4 methylation ,RNA binding ,9606.ENSP00000324122,Chromatin Organization,darkviolet,2,6.258,0,shScramble,0,IR2h,3,Sirt6
GLYR1,Q49A26,Glyoxylate reductase 1 homolog,Nucleoplasm,0,nucleosome ,positive regulation of histone acetylation ,methylated histone binding ,9606.ENSP00000322716,Chromatin Organization,darkviolet,2,6.239444444,6.043111111,shScramble,shNcl,IR2h,3,Sirt6
GATAD2B,Q8WXI9,GATA zinc finger domain containing 2B,Nucleoplasm,0,NuRD complex ,ATP-dependent chromatin remodeling ,nucleosomal DNA binding ,9606.ENSP00000357644,Chromatin Organization,darkviolet,2,5.529111111,6.159111111,shScramble,shNcl,IR2h,3,Sirt6
GATAD2A,Q86YP4,GATA zinc finger domain containing 2A,Nucleoplasm,HR,NuRD complex ,histone deacetylation ,histone deacetylase binding ,9606.ENSP00000384899,Chromatin Organization,darkviolet,2,0,4.614111111,0,shNcl,IR2h,3,Sirt6
DLST,P36957,Dihydrolipoamide S-succinyltransferase,Nucleoplasm,0,oxoglutarate dehydrogenase complex ,2-oxoglutarate metabolic process ,transferase activity transferring acyl groups ,9606.ENSP00000335304,Chromatin Organization,darkviolet,2,5.357888889,6.568222222,shScramble,shNcl,IR2h,3,Sirt6
DLD,P09622,Dihydrolipoamide dehydrogenase,Nucleoplasm,0,oxoglutarate dehydrogenase complex ,2-oxoglutarate metabolic process ,NAD binding ,9606.ENSP00000205402,Chromatin Organization,darkviolet,2,6.542,6.747,shScramble,shNcl,IR2h,3,Sirt6
DKC1,O60832,Dyskerin pseudouridine synthase 1,Nucleoplasm/Nucleoli_FibrillarCenter,DSB,telomerase holoenzyme complex ,telomere maintenance via telomerase ,telomerase RNA binding ,9606.ENSP00000358563,Chromatin Organization,darkviolet,2,7.018111111,7.305444444,shScramble,shNcl,IR2h,3,Sirt6
CTR9,Q6PD62,"CTR9 homolog, Paf1/RNA polymerase II complex component",Nucleoplasm,0,Cdc73/Paf1 complex ,histone H3-K4 methylation ,RNA polymerase II core binding ,9606.ENSP00000355013,Chromatin Organization,darkviolet,2,5.632888889,7.567222222,shScramble,shNcl,IR2h,3,Sirt6
CTNND1,O60716,Catenin delta-1 ,Nucleoplasm,0,catenin complex ,Wnt signaling pathway ,protein kinase binding ,9606.ENSP00000382004,Chromatin Organization,darkviolet,2,6.213,6.093333333,shScramble,shNcl,IR2h,3,Sirt6
CTNNB1,P35222,Catenin beta-1 ,Nucleoplasm,0,Wnt signalosome ,"transcription, DNA-templated ",transcription coactivator activity ,9606.ENSP00000495360,Chromatin Organization,darkviolet,2,6.743222222,5.947555556,shScramble,shNcl,IR2h,3,Sirt6
CORO1C,Q9ULV4,Coronin-1C ,Nucleoplasm,0,actin cytoskeleton [GO:0015629],actin filament capping ,actin filament organization ,9606.ENSP00000394496,Chromatin Organization,darkviolet,2,7.299444444,6.787777778,shScramble,shNcl,IR2h,3,Sirt6
CDC42,P60953,Cell division control protein 42 homolog ,Nucleoplasm,0, cytoplasmic ribonucleoprotein granule [GO:0036464],positive regulation of protein kinase activity ,protein kinase binding ,9606.ENSP00000497733,Chromatin Organization,darkviolet,2,5.906444444,6.568111111,shScramble,shNcl,IR2h,3,Sirt6
CCT4,P50991,Chaperonin containing TCP1 subunit 4,Nucleoplasm,0,chaperonin-containing T-complex ,positive regulation of telomere maintenance via telomerase ,unfolded protein binding ,9606.ENSP00000377958,Chromatin Organization,darkviolet,2,5.177333333,6.760666667,shScramble,shNcl,IR2h,3,Sirt6
BAZ1B,Q9UIG0,Bromodomain adjacent to zinc finger domain 1B,Nucleoplasm,DSB,WICH complex,histone phosphorylation,protein tyrosine kinase activity,9606.ENSP00000342434,Chromatin Organization,darkviolet,2,7.401,7.625,shScramble,shNcl,IR2h,3,Sirt6
AIFM1,O95831,"Apoptosis-inducing factor 1, mitochondrial ",Nucleoplasm,0,nucleus,regulation of apoptotic DNA fragmentation,NADH dehydrogenase activity,9606.ENSP00000287295,Chromatin Organization,darkviolet,2,7.258777778,8.492444444,shScramble,shNcl,IR2h,3,Sirt6
ADNP,Q9H2P0,Activity dependent neuroprotector homeobox,Nucleoplasm,0,RNA polymerase II transcription regulator complex ,"transcription, DNA-templated ",chromatin binding ,9606.ENSP00000360662,Chromatin Organization,darkviolet,2,6.760444444,6.869444444,shScramble,shNcl,IR2h,3,Sirt6
ACTL6A,O96019,Actin like 6A,Nucleoplasm,0, SWI/SNF complex [GO:0016514],chromatin remodeling ,transcription coactivator activity ,9606.ENSP00000397552,Chromatin Organization,darkviolet,2,7.234555556,6.962888889,shScramble,shNcl,IR2h,3,Sirt6
RIOX1,Q9H6W3,Ribosomal oxygenase 1,Nucleolar_Rim,0,nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"Transcription, Transcription regulation","Chromatin regulator, Dioxygenase, Oxidoreductase, Repressor",9606.ENSP00000477507,Chromatin Organization,darkviolet,2,4.575111111,4.722777778,shScramble,shNcl,IR2h,3,Sirt6
ACAA2,P42765,Acetyl-CoA acyltransferase 2,Nucleoplasm,0,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],"Fatty acid metabolism, Lipid metabolism","Acyltransferase, Hydrolase, Transferase",9606.ENSP00000285093,Chromatin Organization,darkviolet,2,5.357666667,4.981333333,shScramble,shNcl,IR2h,3,Sirt6
ARID1A,O14497,AT-rich interaction domain 1A,Nucleoplasm,0,bBAF complex [GO:0140092]; brahma complex [GO:0035060]; chromatin [GO:0000785]; nBAF complex [GO:0071565]; npBAF complex [GO:0071564]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SWI/SNF complex [GO:0016514],"Neurogenesis, Transcription, Transcription regulation","Chromatin regulator, DNA-binding",9606.ENSP00000320485,Chromatin Organization,darkviolet,2,5.304666667,3.523333333,shScramble,shNcl,IR2h,3,Sirt6
H3-3B,P68431,H3 clustered histone 1,Nucleoplasm,0,nucleosome,nucleosome assembly,structural constituent of chromatin,9606.ENSP00000352252,Chromatin Organization,darkviolet,2,5.118777778,0,shScramble,0,IR2h,3,Sirt6
CENPB,P07199,Centromere protein B,Nucleoplasm,0,"chromosome [GO:0005694]; chromosome, centromeric region [GO:0000775]; condensed chromosome, centromeric region [GO:0000779]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; pericentric heterochromatin [GO:0005721]",0,DNA-binding,9606.ENSP00000369075,Chromatin Organization,darkviolet,2,4.424333333,4.347666667,shScramble,shNcl,IR2h,3,Sirt6
H2AFV,Q71UI9,Histone H2A.V ,Nucleoplasm,0, nucleosome [GO:0000786],chromatin organization ,structural constituent of chromatin ,9606.ENSP00000308405,Chromatin Organization,darkviolet,2,6.007666667,0,shScramble,0,IR2h,3,Sirt6
DPF2,Q92785,Double PHD fingers 2,Nucleoplasm,0,centrosome [GO:0005813]; chromatin [GO:0000785]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nBAF complex [GO:0071565]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SWI/SNF complex [GO:0016514],"Apoptosis, Transcription, Transcription regulation",Chromatin regulator,9606.ENSP00000252268,Chromatin Organization,darkviolet,2,5.215111111,3.354111111,shScramble,shNcl,IR2h,3,Sirt6
EHMT1,Q9H9B1,Euchromatic histone lysine methyltransferase 1,Nucleoplasm,HR,chromatin [GO:0000785]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],chromatin organization [GO:0006325]; DNA methylation-dependent heterochromatin formation [GO:0006346]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; peptidyl-lysine dimethylation [GO:0018027]; peptidyl-lysine monomethylation [GO:0018026]; positive regulation of cold-induced thermogenesis [GO:0120162]; regulation of embryonic development [GO:0045995]; response to fungicide [GO:0060992],"Chromatin regulator, Methyltransferase, Transferase",9606.ENSP00000417980,Chromatin Organization,darkviolet,2,4.550777778,4.135777778,shScramble,shNcl,IR2h,3,Sirt6
H2AC1,Q96QV6,H2A clustered histone 1,Nucleoplasm,0,"chromosome, telomeric region [GO:0000781]; extracellular exosome [GO:0070062]; female germ cell nucleus [GO:0001674]; nucleosome [GO:0000786]; nucleus [GO:0005634]",heterochromatin formation [GO:0031507],DNA-binding,9606.ENSP00000297012,Chromatin Organization,darkviolet,2,0,5.343666667,0,shNcl,IR2h,3,Sirt6
HDAC2,Q92769,Histone deacetylase 2,Nucleoplasm,0,"chromatin [GO:0000785]; chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; ESC/E(Z) complex [GO:0035098]; histone deacetylase complex [GO:0000118]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NuRD complex [GO:0016581]; protein-containing complex [GO:0032991]; Sin3-type complex [GO:0070822]","Biological rhythms, Transcription, Transcription regulation","Chromatin regulator, Hydrolase, Repressor",9606.ENSP00000430432,Chromatin Organization,darkviolet,2,4.788666667,6.439,shScramble,shNcl,IR2h,3,Sirt6
KAT7,O95251,Lysine acetyltransferase 7,Nucleoplasm,0,"chromatin [GO:0000785]; chromosome [GO:0005694]; chromosome, centromeric region [GO:0000775]; cytosol [GO:0005829]; histone acetyltransferase complex [GO:0000123]; histone H3-K14 acetyltransferase complex [GO:0036409]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; site of DNA damage [GO:0090734]","DNA damage, DNA repair, DNA replication, Transcription, Transcription regulation","Acyltransferase, Chromatin regulator, Transferase",9606.ENSP00000259021,Chromatin Organization,darkviolet,2,4.109777778,2.985777778,shScramble,shNcl,IR2h,3,Sirt6
KDM2A,Q9Y2K7,Lysine demethylase 2A,Nucleoplasm,DSB,chromosome [GO:0005694]; nucleoplasm [GO:0005654],"Biological rhythms, Transcription, Transcription regulation, Ubl conjugation pathway","Chromatin regulator, Dioxygenase, DNA-binding, Oxidoreductase, Repressor",9606.ENSP00000432786,Chromatin Organization,darkviolet,2,4.763222222,5.262222222,shScramble,shNcl,IR2h,3,Sirt6
RING1,Q06587,Ring finger protein 1,Nucleoplasm,0,cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PcG protein complex [GO:0031519]; PRC1 complex [GO:0035102]; sex chromatin [GO:0001739]; ubiquitin ligase complex [GO:0000151],"Transcription, Transcription regulation, Ubl conjugation pathway","Chromatin regulator, Repressor, Transferase",9606.ENSP00000363787,Chromatin Organization,darkviolet,2,5.284888889,3.902888889,shScramble,shNcl,IR2h,3,Sirt6
SMARCA1,P28370,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1",Nucleoplasm,0,ATPase complex [GO:1904949]; CERF complex [GO:0090537]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NURF complex [GO:0016589],"Transcription, Transcription regulation","Activator, Chromatin regulator, Helicase, Hydrolase",9606.ENSP00000360162,Chromatin Organization,darkviolet,2,0,2.852777778,0,shNcl,IR2h,3,Sirt6
SMARCD2,Q92925,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",Nucleoplasm,0,bBAF complex [GO:0140092]; brahma complex [GO:0035060]; chromatin [GO:0000785]; kinetochore [GO:0000776]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; RSC-type complex [GO:0016586]; SWI/SNF complex [GO:0016514],"Transcription, Transcription regulation",Chromatin regulator,9606.ENSP00000392617,Chromatin Organization,darkviolet,2,5.598222222,4.431555556,shScramble,shNcl,IR2h,3,Sirt6
DDX23,Q9BUQ8,DEAD-box helicase 23,Nucleoplasm/Nucleoli,0,catalytic step 2 spliceosome [GO:0071013]; chromatin [GO:0000785]; extracellular exosome [GO:0070062]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U5 snRNP [GO:0005682],"mRNA processing, mRNA splicing","Helicase, Hydrolase",9606.ENSP00000310723,Chromatin Organization,darkviolet,2,4.575333333,2.288,shScramble,shNcl,IR2h,3,Sirt6
MLLT1,Q03111,MLLT1 super elongation complex subunit,Nucleoplasm/Nucleoli_FibrillarCenter,0,cytosol [GO:0005829]; fibrillar center [GO:0001650]; nucleoplasm [GO:0005654]; transcription elongation factor complex [GO:0008023],"Transcription, Transcription regulation",Activator,9606.ENSP00000252674,Chromatin Organization,darkviolet,2,0,3.232444444,0,shNcl,IR2h,3,Sirt6
NAP1L1,P55209,Nucleosome assembly protein 1-like 1 ,Nucleus_1,HR,chromatin [GO:0000785]; cytoplasm [GO:0005737]; melanosome [GO:0042470]; membrane [GO:0016020]; nucleus [GO:0005634],DNA replication [GO:0006260]; nervous system development [GO:0007399]; nucleosome assembly [GO:0006334]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of neural precursor cell proliferation [GO:2000179]; positive regulation of neurogenesis [GO:0050769],chromatin binding [GO:0003682]; histone binding [GO:0042393]; histone chaperone activity [GO:0140713]; RNA binding [GO:0003723],9606.ENSP00000477538,Chromatin Organization,darkviolet,2,1.520777778,3.772444444,shScramble,shNcl,IR2h,3,Sirt6
XRCC5,P13010,X-ray repair cross complementing 5,Nucleoplasm,NHEJ,Ku70:Ku80 complex ,double-strand break repair ,damaged DNA binding ,9606.ENSP00000375978,DNA Repair,firebrick1,3,7.610888889,8.676555556,shScramble,shNcl,IR2h,3,Sirt6
VCP,P55072,Valosin containing protein,Nucleoplasm,0,VCP-NSFL1C complex ,double-strand break repair ,ubiquitin protein ligase binding ,9606.ENSP00000351777,DNA Repair,firebrick1,3,6.333222222,6.287555556,shScramble,shNcl,IR2h,3,Sirt6
VASP,P50552,Vasodilator-stimulated phosphoprotein ,Nucleoplasm,0,actin cytoskeleton [GO:0015629],axon guidance,actin filament organization ,9606.ENSP00000245932,DNA Repair,firebrick1,3,0,2.989777778,0,shNcl,IR2h,3,Sirt6
USP10,Q14694,Ubiquitin specific peptidase 10,Nucleoplasm,0,nucleoplasm ,DNA repair ,p53 binding ,9606.ENSP00000457411,DNA Repair,firebrick1,3,3.774666667,6.093666667,shScramble,shNcl,IR2h,3,Sirt6
TRIM28,Q13263,Tripartite motif containing 28,Nucleoplasm,DSB,RNA polymerase II transcription regulator complex ,chromatin organization ,transcription corepressor activity ,9606.ENSP00000253024,DNA Repair,firebrick1,3,5.852777778,6.767111111,shScramble,shNcl,IR2h,3,Sirt6
TPT1,P13693,Translationally-controlled tumor protein ,Nucleoplasm,DSB,nucleoplasm ,regulation of apoptotic process ,RNA binding ,9606.ENSP00000477781,DNA Repair,firebrick1,3,6.672444444,7.384444444,shScramble,shNcl,IR2h,3,Sirt6
TEX10,Q9NXF1,Testis expressed 10,Nucleoplasm,DSB,MLL1 complex ,histone methylation ,methylated histone binding ,9606.ENSP00000364037,DNA Repair,firebrick1,3,6.547666667,8.045333333,shScramble,shNcl,IR2h,3,Sirt6
SNRPA1,P09661,Small nuclear ribonucleoprotein polypeptide A',Nucleoplasm,MMR,spliceosomal complex ,"mRNA splicing, via spliceosome ",RNA binding ,9606.ENSP00000254193,DNA Repair,firebrick1,3,6.499222222,6.697222222,shScramble,shNcl,IR2h,3,Sirt6
SMC3,Q9UQE7,Structural maintenance of chromosomes 3,Nucleoplasm,0,cohesin complex ,DNA repair ,ATPase activity ,9606.ENSP00000354720,DNA Repair,firebrick1,3,0,3.201111111,0,shNcl,IR2h,3,Sirt6
SLC25A5,P05141,ADP/ATP translocase 2 ,Nucleoplasm,DSB,MMXD complex ,chromosome segregation ,ubiquitin protein ligase binding ,9606.ENSP00000360671,DNA Repair,firebrick1,3,0,3.625888889,0,shNcl,IR2h,3,Sirt6
SIRT6,Q8N6T7,Sirtuin 6,Nucleoplasm,HR,"chromosome, subtelomeric region ",histone deacetylation ,deacetylase activity ,9606.ENSP00000337332,DNA Repair,firebrick1,3,9.093666667,10.777,shScramble,shNcl,IR2h,3,Sirt6
ANP32B,Q92688,Acidic nuclear phosphoprotein 32 family member B,Nucleoplasm,0,cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],Host-virus interaction,Chaperone,9606.ENSP00000345848,Chromatin Organization,darkviolet,2,4.670444444,0,shScramble,0,IR2h,3,Sirt6
SFPQ,P23246,Splicing factor proline and glutamine rich,Nucleoplasm,DSB,RNA polymerase II transcription regulator complex ,"transcription, DNA-templated ",histone deacetylase binding ,9606.ENSP00000349748,DNA Repair,firebrick1,3,7.702888889,7.733555556,shScramble,shNcl,IR2h,3,Sirt6
RUVBL1,Q9Y265,RuvB like AAA ATPase 1,Nucleoplasm,HR,MLL1 complex ,chromatin remodeling ,transcription coactivator activity ,9606.ENSP00000318297,DNA Repair,firebrick1,3,6.056777778,6.079111111,shScramble,shNcl,IR2h,3,Sirt6
RPS3,P23396,Small ribosomal subunit protein uS3 ,Nucleoplasm,DSB,NF-kappaB complex ,double-strand break repair ,structural constituent of ribosome ,9606.ENSP00000278572,DNA Repair,firebrick1,3,5.022777778,5.874111111,shScramble,shNcl,IR2h,3,Sirt6
BDH1,Q02338,3-hydroxybutyrate dehydrogenase 1,Nucleoplasm,0,intracellular membrane-bounded organelle [GO:0043231]; matrix side of mitochondrial inner membrane [GO:0099617]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],Lipid metabolism,"Allosteric enzyme, Oxidoreductase",9606.ENSP00000376184,Chromatin Organization,darkviolet,2,4.302666667,0,shScramble,0,IR2h,3,Sirt6
