NAME,UniprotID,ProteinName,CellCompartment,DNA_Repair,GO_CC,GO_BP,GO_MF,stringId,Annotation,An.color,An.number,shScr.logFC,shNcl.logFC,shScr.Presence,shNcl.Presence,Time.Point,Order,Sensor
FSCN1,Q16658,Fascin ,Nucleoplasm,HR,actin cytoskeleton [GO:0015629],actin filament capping ,actin filament organization ,9606.ENSP00000371798,DNA Repair,firebrick1,3,3.939666667,2.013833333,shScramble,shNcl,IR2h,3,Ku80ID
GLS,O94925,"Glutaminase kidney isoform, mitochondrial ",Nucleoplasm,0,cytosol ,glutamate homeostasis ,glutaminase activity ,9606.ENSP00000317379,DNA Repair,firebrick1,3,3.875888889,4.763,shScramble,shNcl,IR2h,3,Ku80ID
GLUD1,P00367,"Glutamate dehydrogenase 1, mitochondrial ",Nucleoplasm,HR,nucleus ,glutamate homeostasis ,glutamate dehydrogenase ,9606.ENSP00000277865,DNA Repair,firebrick1,3,6.437888889,4.476333333,shScramble,shNcl,IR2h,3,Ku80ID
HNRNPK,P61978,Heterogeneous nuclear ribonucleoprotein K,Nucleoplasm,HR,ribonucleoprotein complex ,"mRNA splicing, via spliceosome ",mRNA binding ,9606.ENSP00000365458,DNA Repair,firebrick1,3,5.678111111,1.603333333,shScramble,shNcl,IR2h,3,Ku80ID
HSP90B1,P14625,Endoplasmin ,Nucleoplasm,0,nucleus ,response to unfolded protein ,unfolded protein binding ,9606.ENSP00000299767,DNA Repair,firebrick1,3,5.972444444,6.063333333,shScramble,shNcl,IR2h,3,Ku80ID
HSPD1,P10809,"60 kDa heat shock protein, mitochondrial ",Nucleoplasm,0,clathrin-coated pit ,response to unfolded protein ,unfolded protein binding ,9606.ENSP00000340019,DNA Repair,firebrick1,3,2.907888889,2.162666667,shScramble,shNcl,IR2h,3,Ku80ID
IDH3A,P50213,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial ",Nucleoplasm,0,nucleus ,tricarboxylic acid cycle ,NAD binding ,9606.ENSP00000299518,DNA Repair,firebrick1,3,7.664777778,3.906,shScramble,shNcl,IR2h,3,Ku80ID
LDHA,P00338,L-lactate dehydrogenase A chain ,Nucleoplasm,0,nucleus ,positive regulation of apoptotic process ,NAD binding ,9606.ENSP00000445175,DNA Repair,firebrick1,3,6.678888889,6.83,shScramble,shNcl,IR2h,3,Ku80ID
LDHB,P07195,L-lactate dehydrogenase B chain ,Nucleoplasm,0, oxidoreductase complex [GO:1990204],NAD metabolic process,NAD binding ,,DNA Repair,firebrick1,3,0,4.702666667,0,shNcl,IR2h,3,Ku80ID
LGALS3,P17931,Galectin 3,Nucleoplasm,0, spliceosomal complex [GO:0005681],RNA splicing ,RNA binding ,9606.ENSP00000254301,DNA Repair,firebrick1,3,2.278333333,3.303666667,shScramble,shNcl,IR2h,3,Ku80ID
CDCA8,Q53HL2,Cell division cycle associated 8,Nucleoplasm/Nucleoli,0,"chromocenter [GO:0010369]; chromosome passenger complex [GO:0032133]; chromosome, centromeric region [GO:0000775]; cytosol [GO:0005829]; intercellular bridge [GO:0045171]; microtubule cytoskeleton [GO:0015630]; midbody [GO:0030496]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; protein-containing complex [GO:0032991]; spindle midzone [GO:0051233]","Cell cycle, Cell division, Mitosis",0,9606.ENSP00000362146,Cell Cycle regulation,coral1,1,2.494,0,shScramble,0,IR2h,3,Ku80ID
PDIA3,P30101,Protein disulfide-isomerase A3 ,Nucleoplasm,0,Tapasin-ERp57 complex ,response to unfolded protein ,RNA binding ,9606.ENSP00000300289,DNA Repair,firebrick1,3,6.653444444,6.507,shScramble,shNcl,IR2h,3,Ku80ID
KIF18B,Q86Y91,Kinesin family member 18B,Nucleoplasm/Nucleoli,0,astral microtubule [GO:0000235]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; kinesin complex [GO:0005871]; microtubule end [GO:1990752]; microtubule plus-end [GO:0035371]; mitotic spindle astral microtubule [GO:0061673]; mitotic spindle midzone [GO:1990023]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"Cell cycle, Cell division, Mitosis",Motor protein,9606.ENSP00000465992,Cell Cycle regulation,coral1,1,2.184444444,0,shScramble,0,IR2h,3,Ku80ID
PGK1,P00558,Phosphoglycerate kinase 1 ,Nucleoplasm,0,membrane raft ,glycolytic process ,ATP binding ,9606.ENSP00000362413,DNA Repair,firebrick1,3,6.190222222,2.132166667,shScramble,shNcl,IR2h,3,Ku80ID
PKM,P14618,Pyruvate kinase PKM ,Nucleoplasm,0, nucleus [GO:0005634],glycolytic process ,protein kinase binding ,9606.ENSP00000320171,DNA Repair,firebrick1,3,4.003222222,4.593666667,shScramble,shNcl,IR2h,3,Ku80ID
KIF2A,O00139,Kinesin family member 2A,Nucleoplasm/Nucleoli,0,centriolar subdistal appendage [GO:0120103]; centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; kinesin complex [GO:0005871]; membrane [GO:0016020]; microtubule [GO:0005874]; nuclear body [GO:0016604]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; spindle [GO:0005819]; spindle pole [GO:0000922],"Cell cycle, Cell division, Differentiation, Mitosis, Neurogenesis","Developmental protein, Motor protein",9606.ENSP00000385000,Cell Cycle regulation,coral1,1,3.196777778,0,shScramble,0,IR2h,3,Ku80ID
PKP1,Q13835,Plakophilin 1,Nucleoplasm,DSB,messenger ribonucleoprotein complex ,"transcription, DNA-templated ",lamin binding ,9606.ENSP00000263946,DNA Repair,firebrick1,3,0,2.426333333,0,shNcl,IR2h,3,Ku80ID
POLDIP2,Q9Y2S7,Polymerase delta-interacting protein 2 ,Nucleoplasm,MMR,nucleus,error-free translesion synthesis,GO:0003677~,9606.ENSP00000475924,DNA Repair,firebrick1,3,4.804555556,3.5165,shScramble,shNcl,IR2h,3,Ku80ID
NLE1,Q9NVX2,Notchless homolog 1,Nucleoplasm/Nucleoli,DSB,nucleolus ,positive regulation of canonical Wnt signaling pathway ,rRNA binding ,9606.ENSP00000413572,Cell Cycle regulation,coral1,1,4.293,0,shScramble,0,IR2h,3,Ku80ID
PRDX1,Q06830,Peroxiredoxin-1 ,Nucleoplasm,BER,nucleus ,cell cycle ,RNA binding ,9606.ENSP00000262746,DNA Repair,firebrick1,3,3.219222222,3.5905,shScramble,shNcl,IR2h,3,Ku80ID
PRKDC,P78527,"Protein kinase, DNA-activated, catalytic subunit",Nucleoplasm,NHEJ,DNA-dependent protein kinase complex ,double-strand break repair ,damaged DNA binding ,9606.ENSP00000313420,DNA Repair,firebrick1,3,10.21844444,10.22733333,shScramble,shNcl,IR2h,3,Ku80ID
PCID2,Q5JVF3,PCI domain containing 2,Nucleoplasm/Nucleoli,0,cytoplasm [GO:0005737]; nuclear pore nuclear basket [GO:0044615]; nucleus [GO:0005634]; transcription export complex 2 [GO:0070390],"mRNA transport, Protein transport, Translocation, Transport",double-stranded DNA binding [GO:0003690]; RNA binding [GO:0003723],9606.ENSP00000479494,Cell Cycle regulation,coral1,1,2.883444444,0,shScramble,0,IR2h,3,Ku80ID
PRPF19,Q9UMS4,Pre-mRNA processing factor 19,Nucleoplasm,NHEJ,spliceosomal complex ,"mRNA splicing, via spliceosome ",mRNA binding ,9606.ENSP00000227524,DNA Repair,firebrick1,3,5.901666667,2.732333333,shScramble,shNcl,IR2h,3,Ku80ID
RAB5C,P51148,Ras-related protein Rab-5C ,Nucleoplasm,0, lysosomal membrane [GO:0005765],cell cycle ,GTPase activity ,9606.ENSP00000447053,DNA Repair,firebrick1,3,6.965555556,5.133333333,shScramble,shNcl,IR2h,3,Ku80ID
RAB34,Q9BZG1,"RAB34, member RAS oncogene family",Nucleoplasm/Nucleoli,0,actin cytoskeleton,intracellular protein transport,GTPase activity,9606.ENSP00000413156,Cell Cycle regulation,coral1,1,5.476666667,0,shScramble,0,IR2h,3,Ku80ID
RPN1,P04843,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 ,Nucleoplasm,DSB,oligosaccharyltransferase complex ,protein glycosylation ,RNA binding ,9606.ENSP00000296255,DNA Repair,firebrick1,3,5.828111111,3.811,shScramble,shNcl,IR2h,3,Ku80ID
RPN2,P04844,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 ,Nucleoplasm,BER,oligosaccharyltransferase complex ,protein modification process ,ribosome binding ,9606.ENSP00000237530,DNA Repair,firebrick1,3,7.934111111,5.213166667,shScramble,shNcl,IR2h,3,Ku80ID
RPS3,P23396,Small ribosomal subunit protein uS3 ,Nucleoplasm,DSB,NF-kappaB complex ,double-strand break repair ,structural constituent of ribosome ,9606.ENSP00000278572,DNA Repair,firebrick1,3,4.850111111,1.956666667,shScramble,shNcl,IR2h,3,Ku80ID
GAR1,Q9NY12,GAR1 ribonucleoprotein,Nucleoplasm/Nucleoli_FibrillarCenter,0,"box H/ACA scaRNP complex [GO:0072589]; box H/ACA snoRNP complex [GO:0031429]; box H/ACA telomerase RNP complex [GO:0090661]; chromosome, telomeric region [GO:0000781]; fibrillar center [GO:0001650]; nucleoplasm [GO:0005654]; telomerase holoenzyme complex [GO:0005697]","Ribosome biogenesis, rRNA processing","Ribonucleoprotein, RNA-binding",9606.ENSP00000226796,Cell Cycle regulation,coral1,1,2.352,0,shScramble,0,IR2h,3,Ku80ID
RUVBL1,Q9Y265,RuvB like AAA ATPase 1,Nucleoplasm,HR,MLL1 complex ,chromatin remodeling ,transcription coactivator activity ,9606.ENSP00000318297,DNA Repair,firebrick1,3,5.856111111,2.943833333,shScramble,shNcl,IR2h,3,Ku80ID
RUVBL2,Q9Y230,RuvB like AAA ATPase 2,Nucleoplasm,HR,MLL1 complex ,chromatin remodeling ,transcription corepressor activity ,9606.ENSP00000473172,DNA Repair,firebrick1,3,5.826222222,2.909833333,shScramble,shNcl,IR2h,3,Ku80ID
PELO,Q9BRX2,Pelota mRNA surveillance and ribosome rescue factor,Nucleoplasm/Nucleoli_FibrillarCenter,DSB,nucleus ,cell cycle ,endonuclease activity ,9606.ENSP00000274311,Cell Cycle regulation,coral1,1,3.681777778,0,shScramble,0,IR2h,3,Ku80ID
S100A9,P06702,Protein S100-A9 ,Nucleoplasm,0, nucleoplasm [GO:0005654],apoptotic process,microtubule binding ,9606.ENSP00000357727,DNA Repair,firebrick1,3,0,2.623166667,0,shNcl,IR2h,3,Ku80ID
SFPQ,P23246,Splicing factor proline and glutamine rich,Nucleoplasm,DSB,RNA polymerase II transcription regulator complex ,"transcription, DNA-templated ",histone deacetylase binding ,9606.ENSP00000349748,DNA Repair,firebrick1,3,6.666555556,2.723166667,shScramble,shNcl,IR2h,3,Ku80ID
RAE1,P78406,Ribonucleic acid export 1,Nucleoplasm/Nucleoli_FibrillarCenter,0,nuclear pore ,"transcription, DNA-templated ",RNA binding ,9606.ENSP00000379181,Cell Cycle regulation,coral1,1,6.187333333,0,shScramble,0,IR2h,3,Ku80ID
SLC25A5,P05141,ADP/ATP translocase 2 ,Nucleoplasm,DSB,MMXD complex ,chromosome segregation ,ubiquitin protein ligase binding ,9606.ENSP00000360671,DNA Repair,firebrick1,3,3.460222222,1.768666667,shScramble,shNcl,IR2h,3,Ku80ID
SPTBN2,O15020,"Spectrin beta chain, non-erythrocytic 2 ",Nucleoplasm,0,spectrin ,actin filament capping ,structural constituent of cytoskeleton ,9606.ENSP00000432568,DNA Repair,firebrick1,3,6.322222222,6.567833333,shScramble,shNcl,IR2h,3,Ku80ID
CENPE,Q02224,Centromere-associated protein E ,Nucleus_1,HR,"chromosome [GO:0005694]; chromosome, centromeric region [GO:0000775]; condensed chromosome, centromeric region [GO:0000779]; cytosol [GO:0005829]; intercellular bridge [GO:0045171]; intracellular membrane-bounded organelle [GO:0043231]; kinetochore [GO:0000776]; kinetochore microtubule [GO:0005828]; membrane [GO:0016020]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; midbody [GO:0030496]; mitotic spindle [GO:0072686]; mitotic spindle midzone [GO:1990023]; nucleus [GO:0005634]; spindle midzone [GO:0051233]",attachment of mitotic spindle microtubules to kinetochore [GO:0051315]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; kinetochore assembly [GO:0051382]; lateral attachment of mitotic spindle microtubules to kinetochore [GO:0099607]; metaphase chromosome alignment [GO:0051310]; microtubule plus-end directed mitotic chromosome migration [GO:0099606]; microtubule-based movement [GO:0007018]; mitotic cell cycle [GO:0000278]; mitotic chromosome movement towards spindle pole [GO:0007079]; mitotic metaphase chromosome alignment [GO:0007080]; mitotic spindle organization [GO:0007052]; positive regulation of protein kinase activity [GO:0045860]; regulation of mitotic metaphase/anaphase transition [GO:0030071],ATP binding [GO:0005524]; kinetochore binding [GO:0043515]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777],9606.ENSP00000265148,Cell Cycle regulation,coral1,1,5.950777778,0,shScramble,0,IR2h,3,Ku80ID
SSBP1,Q04837,"Single-stranded DNA-binding protein, mitochondrial ",Nucleoplasm,0,nucleus ,DNA duplex unwinding ,chromatin binding ,9606.ENSP00000419665,DNA Repair,firebrick1,3,5.415111111,1.6535,shScramble,shNcl,IR2h,3,Ku80ID
TEX10,Q9NXF1,Testis expressed 10,Nucleoplasm,DSB,MLL1 complex ,histone methylation ,methylated histone binding ,9606.ENSP00000364037,DNA Repair,firebrick1,3,6.627666667,3.091,shScramble,shNcl,IR2h,3,Ku80ID
TRIM28,Q13263,Tripartite motif containing 28,Nucleoplasm,DSB,RNA polymerase II transcription regulator complex ,chromatin organization ,transcription corepressor activity ,9606.ENSP00000253024,DNA Repair,firebrick1,3,5.709111111,4.485333333,shScramble,shNcl,IR2h,3,Ku80ID
VCP,P55072,Valosin containing protein,Nucleoplasm,0,VCP-NSFL1C complex ,double-strand break repair ,ubiquitin protein ligase binding ,9606.ENSP00000351777,DNA Repair,firebrick1,3,6.630888889,3.440166667,shScramble,shNcl,IR2h,3,Ku80ID
PRPF40A,O75400,Pre-mRNA-processing factor 40 homolog A ,Nucleus_1,0,membrane [GO:0016020]; nuclear matrix [GO:0016363]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; U1 snRNP [GO:0005685]; U2-type prespliceosome [GO:0071004],"cell division [GO:0051301]; cell migration [GO:0016477]; cytoskeleton organization [GO:0007010]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA splicing, via spliceosome [GO:0000398]; regulation of cell shape [GO:0008360]; regulation of cytokinesis [GO:0032465]",RNA binding [GO:0003723],9606.ENSP00000386458,Cell Cycle regulation,coral1,1,6.268444444,0,shScramble,0,IR2h,3,Ku80ID
XRCC5,P13010,X-ray repair cross complementing 5,Nucleoplasm,NHEJ,Ku70:Ku80 complex ,double-strand break repair ,damaged DNA binding ,9606.ENSP00000375978,DNA Repair,firebrick1,3,8.327888889,7.0215,shScramble,shNcl,IR2h,3,Ku80ID
XRCC6,P12956,X-ray repair cross complementing 6,Nucleoplasm,NHEJ,Ku70:Ku80 complex ,double-strand break repair ,damaged DNA binding ,9606.ENSP00000352257,DNA Repair,firebrick1,3,6.300111111,3.842,shScramble,shNcl,IR2h,3,Ku80ID
ZMPSTE24,O75844,CAAX prenyl protease 1 homolog ,Nucleoplasm,0,nuclear envelope ,nuclear envelope organization ,double-stranded DNA binding ,9606.ENSP00000361845,DNA Repair,firebrick1,3,7.089,2.512666667,shScramble,shNcl,IR2h,3,Ku80ID
TMPO,P42166,Thymopoietin,NuclearMem,0,nuclear envelope ,nuclear envelope organization ,lamin binding ,9606.ENSP00000266732,Chromatin Organization,darkviolet,2,7.254777778,0,shScramble,0,IR2h,3,Ku80ID
DDX5,P17844,DEAD-box helicase 5,Nucleoplasm/Nucleoli,NER,ribonucleoprotein complex ,"mRNA splicing, via spliceosome ",RNA helicase activity ,9606.ENSP00000225792,DNA Repair,firebrick1,3,5.867,3.640166667,shScramble,shNcl,IR2h,3,Ku80ID
DHX9,Q08211,DExH-box helicase 9,Nucleoplasm/Nucleoli,NER,RISC complex ,DNA duplex unwinding ,transcription coactivator activity ,9606.ENSP00000356520,DNA Repair,firebrick1,3,7.777555556,4.8535,shScramble,shNcl,IR2h,3,Ku80ID
PARP1,P09874,Poly(ADP-ribose) polymerase 1,Nucleoplasm/Nucleoli,HR,site of DNA damage ,double-strand break repair ,damaged DNA binding ,9606.ENSP00000355759,DNA Repair,firebrick1,3,6.977555556,3.6565,shScramble,shNcl,IR2h,3,Ku80ID
RIOX1,Q9H6W3,Ribosomal oxygenase 1,Nucleolar_Rim,0,nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"Transcription, Transcription regulation","Chromatin regulator, Dioxygenase, Oxidoreductase, Repressor",9606.ENSP00000477507,Chromatin Organization,darkviolet,2,3.357111111,0,shScramble,0,IR2h,3,Ku80ID
CSNK2B,P67870,Casein kinase 2 beta,Nucleoplasm/Nucleoli_FibrillarCenter,0,protein kinase CK2 complex ,Wnt signaling pathway ,protein kinase regulator activity ,9606.ENSP00000365042,DNA Repair,firebrick1,3,4.082,2.798333333,shScramble,shNcl,IR2h,3,Ku80ID
NONO,Q15233,Non-POU domain containing octamer binding,Nucleoplasm/Nucleoli_FibrillarCenter,0,RNA polymerase II transcription regulator complex ,"mRNA splicing, via spliceosome ",chromatin binding ,9606.ENSP00000276079,DNA Repair,firebrick1,3,6.789666667,3.049833333,shScramble,shNcl,IR2h,3,Ku80ID
EMD,P50402,Emerin,NuclearMem,0,nuclear envelope ,nuclear envelope organization ,nuclear envelope ,9606.ENSP00000358857,Nuclear Pore,deepskyblue3,4,8.350222222,6.647666667,shScramble,shNcl,IR2h,3,Ku80ID
NUP155,O75694,Nucleoporin 155,NuclearMem,HR,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000231498,Nuclear Pore,deepskyblue3,4,7.243888889,3.948833333,shScramble,shNcl,IR2h,3,Ku80ID
IDH3G,P51553,Isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma,Nucleoli,0,mitochondrial isocitrate dehydrogenase complex,2-oxoglutarate metabolic process,isocitrate dehydrogenase activity,9606.ENSP00000217901,Chromatin Organization,darkviolet,2,5.133222222,0,shScramble,0,IR2h,3,Ku80ID
RANGAP1,P46060,Ran GTPase activating protein 1,NuclearMem,0,SUMO ligase complex ,nucleocytoplasmic transport ,ubiquitin protein ligase binding ,9606.ENSP00000401470,Nuclear Pore,deepskyblue3,4,5.014888889,3.5505,shScramble,shNcl,IR2h,3,Ku80ID
RGPD3,A6NKT7,RANBP2 like and GRIP domain containing 3,NuclearMem,0,nuclear pore,nucleocytoplasmic transport,GTPase activator activity,9606.ENSP00000386588,Nuclear Pore,deepskyblue3,4,6.416333333,1.606,shScramble,shNcl,IR2h,3,Ku80ID
MYBBP1A,Q9BQG0,MYB binding protein 1a,Nucleoli,DSB,B-WICH complex ,chromatin remodeling ,transcription corepressor activity ,9606.ENSP00000370968,Chromatin Organization,darkviolet,2,6.249444444,0,shScramble,0,IR2h,3,Ku80ID
TPR,P12270,"Translocated promoter region, nuclear basket protein",NuclearMem,DSB,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000356448,Nuclear Pore,deepskyblue3,4,4.597111111,8.36,shScramble,shNcl,IR2h,3,Ku80ID
LBR,Q14739,Lamin B receptor,Nucleoli_FibrillarCenter/NuclearMem,0,nuclear envelope,cholesterol biosynthetic process,lamin binding,9606.ENSP00000339883,Nuclear Pore,deepskyblue3,4,6.718555556,4.3785,shScramble,shNcl,IR2h,3,Ku80ID
NAA50,Q9GZZ1,"N-alpha-acetyltransferase 50, NatE catalytic subunit",Nucleoli,0,cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; NatA complex [GO:0031415]; nucleolus [GO:0005730]; nucleus [GO:0005634],"establishment of mitotic sister chromatid cohesion [GO:0034087]; mitotic sister chromatid cohesion [GO:0007064]; mitotic sister chromatid cohesion, centromeric [GO:0071962]; N-terminal protein amino acid acetylation [GO:0006474]","Acyltransferase, Transferase",9606.ENSP00000240922,Chromatin Organization,darkviolet,2,4.866444444,0,shScramble,0,IR2h,3,Ku80ID
ANP32A,P39687,Acidic nuclear phosphoprotein 32 family member A,Nucleoplasm,0,cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471],"Host-virus interaction, Transcription, Transcription regulation",Repressor,9606.ENSP00000417864,Nuclear Pore,deepskyblue3,4,0,2.021,0,shNcl,IR2h,3,Ku80ID
CCT8,P50990,Chaperonin containing TCP1 subunit 8,Nucleoplasm,HR,chaperonin-containing T-complex ,positive regulation of telomere maintenance via telomerase ,unfolded protein binding ,9606.ENSP00000286788,Nuclear Pore,deepskyblue3,4,4.167888889,3.406166667,shScramble,shNcl,IR2h,3,Ku80ID
KPNA2,P52292,Karyopherin subunit alpha 2,Nucleoplasm,0, nucleoplasm [GO:0005654],nucleocytoplasmic transport ,histone deacetylase binding ,9606.ENSP00000438483,Nuclear Pore,deepskyblue3,4,5.618222222,1.9815,shScramble,shNcl,IR2h,3,Ku80ID
UTP3,Q9NQZ2,UTP3 small subunit processome component,Nucleoli,0,small-subunit processome ,chromatin organization ,RNA binding ,9606.ENSP00000254803,Chromatin Organization,darkviolet,2,5.068444444,0,shScramble,0,IR2h,3,Ku80ID
NUP160,Q12769,Nuclear pore complex protein Nup160 ,Nucleoplasm,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000367721,Nuclear Pore,deepskyblue3,4,8.221444444,5.824666667,shScramble,shNcl,IR2h,3,Ku80ID
NUP205,Q92621,Nuclear pore complex protein Nup205 ,Nucleoplasm,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000285968,Nuclear Pore,deepskyblue3,4,8.031444444,5.893666667,shScramble,shNcl,IR2h,3,Ku80ID
NUP214,P35658,Nuclear pore complex protein Nup214 ,Nucleoplasm,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000352400,Nuclear Pore,deepskyblue3,4,5.763222222,2.348666667,shScramble,shNcl,IR2h,3,Ku80ID
NUP43,Q8NFH3,Nucleoporin 43,Nucleoplasm,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000342262,Nuclear Pore,deepskyblue3,4,4.155111111,2.657333333,shScramble,shNcl,IR2h,3,Ku80ID
NUP85,Q9BW27,Nucleoporin 85,Nucleoplasm,0, nuclear pore [GO:0005643],nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000245544,Nuclear Pore,deepskyblue3,4,6.544,4.208,shScramble,shNcl,IR2h,3,Ku80ID
ADNP,Q9H2P0,Activity dependent neuroprotector homeobox,Nucleoplasm,0,RNA polymerase II transcription regulator complex ,"transcription, DNA-templated ",chromatin binding ,9606.ENSP00000360662,Chromatin Organization,darkviolet,2,4.960777778,0,shScramble,0,IR2h,3,Ku80ID
NUP88,Q99567,Nucleoporin 88,Nucleoplasm,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000458954,Nuclear Pore,deepskyblue3,4,6.758666667,2.054666667,shScramble,shNcl,IR2h,3,Ku80ID
NUP93,Q8N1F7,Nuclear pore complex protein Nup93 ,Nucleoplasm,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000310668,Nuclear Pore,deepskyblue3,4,6.244111111,2.547666667,shScramble,shNcl,IR2h,3,Ku80ID
NXF1,Q9UBU9,Nuclear RNA export factor 1,Nucleoplasm,0,nuclear pore ,nucleocytoplasmic transport ,mRNA binding ,9606.ENSP00000436679,Nuclear Pore,deepskyblue3,4,8.017666667,1.727666667,shScramble,shNcl,IR2h,3,Ku80ID
ARID1A,O14497,AT-rich interaction domain 1A,Nucleoplasm,0,bBAF complex [GO:0140092]; brahma complex [GO:0035060]; chromatin [GO:0000785]; nBAF complex [GO:0071565]; npBAF complex [GO:0071564]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SWI/SNF complex [GO:0016514],"Neurogenesis, Transcription, Transcription regulation","Chromatin regulator, DNA-binding",9606.ENSP00000320485,Chromatin Organization,darkviolet,2,3.179,0,shScramble,0,IR2h,3,Ku80ID
RAN,P62826,"RAN, member RAS oncogene family",Nucleoplasm,HR,nuclear pore ,nucleocytoplasmic transport ,chromatin binding ,9606.ENSP00000446215,Nuclear Pore,deepskyblue3,4,3.697888889,2.091833333,shScramble,shNcl,IR2h,3,Ku80ID
SCCPDH,Q8NBX0,Saccharopine dehydrogenase-like oxidoreductase ,Nucleoplasm,HR,nucleus,glycolipid biosynthetic process,oxidoreductase activity,9606.ENSP00000355467,Nuclear Pore,deepskyblue3,4,6.711333333,5.146666667,shScramble,shNcl,IR2h,3,Ku80ID
BAZ1B,Q9UIG0,Bromodomain adjacent to zinc finger domain 1B,Nucleoplasm,DSB,WICH complex,histone phosphorylation,protein tyrosine kinase activity,9606.ENSP00000342434,Chromatin Organization,darkviolet,2,5.245666667,0,shScramble,0,IR2h,3,Ku80ID
SLC22A18,Q96BI1,Solute carrier family 22 member 18 ,Nucleoplasm,0,nuclear envelope,transport,transmembrane transporter activity,9606.ENSP00000369948,Nuclear Pore,deepskyblue3,4,3.889777778,2.087333333,shScramble,shNcl,IR2h,3,Ku80ID
TMEM43,Q9BTV4,Transmembrane protein 43 ,Nucleoplasm,HR,nuclear envelope,nuclear membrane organization,protein binding,9606.ENSP00000303992,Nuclear Pore,deepskyblue3,4,7.555222222,3.752833333,shScramble,shNcl,IR2h,3,Ku80ID
BDH1,Q02338,3-hydroxybutyrate dehydrogenase 1,Nucleoplasm,0,intracellular membrane-bounded organelle [GO:0043231]; matrix side of mitochondrial inner membrane [GO:0099617]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],Lipid metabolism,"Allosteric enzyme, Oxidoreductase",9606.ENSP00000376184,Chromatin Organization,darkviolet,2,4.376,0,shScramble,0,IR2h,3,Ku80ID
NUP107,P57740,Nucleoporin 107,Nucleoplasm/NuclearMem,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,9606.ENSP00000229179,Nuclear Pore,deepskyblue3,4,8.150777778,4.419166667,shScramble,shNcl,IR2h,3,Ku80ID
RANBP2,P49792,RAN binding protein 2,Nucleoplasm/NuclearMem,0,SUMO ligase complex ,nucleocytoplasmic transport ,RNA binding ,9606.ENSP00000283195,Nuclear Pore,deepskyblue3,4,8.504111111,4.969166667,shScramble,shNcl,IR2h,3,Ku80ID
BRD7,Q9NPI1,Bromodomain containing 7,Nucleoplasm,0,chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; kinetochore [GO:0000776]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RSC-type complex [GO:0016586],"Cell cycle, Transcription, Transcription regulation, Wnt signaling pathway",histone binding [GO:0042393]; lysine-acetylated histone binding [GO:0070577]; p53 binding [GO:0002039]; transcription cis-regulatory region binding [GO:0000976]; transcription coactivator activity [GO:0003713]; transcription corepressor activity [GO:0003714],9606.ENSP00000378181,Chromatin Organization,darkviolet,2,4.056777778,0,shScramble,0,IR2h,3,Ku80ID
